# 	H(r.l.u.)	K(r.l.u.)	L(r.l.u.)	Temperature(K)	e_fraction	e_fraction_err	e_sigma	e_sigma_err	e_amplitude	e_amplitude_err	e_height	e_height_err	e_FWHM	e_FWHM_err	PH_fraction	PH_fraction_err	PH_sigma	PH_sigma_err	PH_center	PH_center_err	PH_amplitude	PH_amplitude_err	PH_FWHM	PH_FWHM_err	TM_skew	TM_skew_err	TM_FWHM	TM_FWHM_err	TM_center	TM_center_err	TM_area	TM_area_err	CO_skew	CO_skew_err	CO_FWHM	CO_FWHM_err	CO_center	CO_center_err	CO_area	CO_area_err	LM_FWHM	LM_FWHM_err	LM_center	LM_center_err	LM_area	LM_area_err
    -0.500000     -1.000000     25.650000    300.000000      0.526192      0.000000     14.048579      0.000000     11.609595      4.321709      0.322332      0.119989     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.931057      0.103846      1.639909     28.097159      0.000000           nan           nan    162.470000           nan    162.650000           nan    294.910243           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -1.000000     25.650000    325.000000      0.526192      0.000000     14.048579      0.000000     21.926790      3.568768      0.608781      0.099084     28.097159      0.000000           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan    188.670000           nan    163.910000           nan    307.163923           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.750000     -0.750000     25.650000     20.000000      0.526192      0.000000     14.048579      0.000000     33.548712      5.845026      0.931456      0.162283     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.000000     18.382027      5.910009     28.097159      0.000000      0.282746      0.112215     31.300000           nan     99.740000           nan    347.568677           nan      0.644378      0.169759    182.810000           nan    206.810000           nan    157.251014           nan           nan           nan           nan           nan           nan           nan
    -0.750000     -0.750000     25.650000    100.000000      0.526192      0.000000     14.048579      0.000000     16.750167      3.786994      0.465056      0.105143     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.000000     11.637634      3.405368     28.097159      0.000000      0.489713      0.215066     33.950000           nan    103.200000           nan    191.588554           nan      1.875203      1.238034    233.630000           nan    190.630000           nan    159.186262           nan           nan           nan           nan           nan           nan           nan
    -0.750000     -0.750000     25.650000    200.000000      0.526192      0.000000     14.048579      0.000000     17.107066      2.879759      0.474965      0.079954     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.820746      8.915320      1.859909     28.097159      0.000000      0.845759      0.455027     40.520000           nan    110.640000           nan    145.589870           nan      1.245099      0.323169    198.240000           nan    168.960000           nan    147.323409           nan           nan           nan           nan           nan           nan           nan
    -0.750000     -0.750000     25.650000    250.000000      0.526192      0.000000     14.048579      0.000000     15.748093      3.025221      0.437234      0.083993     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.820746      2.840575      2.057467     28.097159      0.000000      0.193184      0.254278     46.250000           nan    105.480000           nan    149.095999           nan      0.580410      0.131739    123.410000           nan    172.040000           nan    100.083176           nan           nan           nan           nan           nan           nan           nan
    -0.750000     -0.750000     25.650000    300.000000      0.526192      0.000000     14.048579      0.000000      9.588795     10.341501      0.266226      0.287124     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.820746      0.000000      0.000000     28.097159      0.000000           nan           nan    221.020000           nan    113.270000           nan    312.081387           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.750000     -0.750000     25.650000    325.000000      0.526192      0.000000     14.048579      0.000000     28.661732      5.208278      0.795772      0.144604     28.097159      0.000000           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan    291.810000           nan     98.880000           nan    352.244895           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
     0.000000      0.000000     28.249900    100.000000      0.526192      0.000000     14.048579      0.000000    152.698580      6.627325      4.239565      0.184003     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      0.000000     70.044190      6.012079     28.097159      0.000000      0.349115      0.116271     31.480000           nan     90.050000           nan    154.801511           nan      0.166273      0.046115     47.850000           nan    178.370000           nan     63.779224           nan     28.097159      0.000000    143.786831      1.892486     44.493373      5.717746
     0.000000      0.000000     28.250000    150.000000      0.526192      0.000000     14.048579      0.000000    237.678674     13.356053      6.598975      0.370821     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      0.000000     57.258001      9.689622           nan           nan      1.413170      0.427147     32.730000           nan     88.560000           nan    156.508393           nan      0.261208      0.290864     55.890000           nan    182.610000           nan     48.451661           nan     28.097159      0.000000    145.263283      3.125741     58.589228     12.446441
     0.000000      0.000000     28.250000    200.000000      0.526192      0.000000     14.048579      0.000000    287.239833     15.378715      7.975005      0.426979     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      1.049076     69.289168      8.117644     28.097159      0.000000      1.020500      0.430695     38.950000           nan     87.930000           nan    150.149791           nan      0.451117      0.142835    110.220000           nan    190.610000           nan     46.616519           nan     28.097159      0.000000    148.564395      2.077784     62.526370      7.931452
     0.000000      0.000000     28.250000    250.000000      0.526192      0.000000     14.048579      0.000000    360.248692     17.311478     10.002043      0.480641     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      1.049076     75.903985      7.390650     28.097159      0.000000      0.844210      0.448540     46.300000           nan     86.310000           nan    137.238462           nan      0.281534      0.081276     97.680000           nan    177.380000           nan     85.184167           nan     28.097159      0.000000    137.931075      3.052832     43.541513      9.085594
     0.000000      0.000000     28.250000    275.000000      0.526192      0.000000     14.048579      0.000000    382.390339     22.140662     10.616789      0.614719     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      0.000000     83.106730     11.087406           nan           nan           nan           nan     58.270000           nan     88.800000           nan    198.296918           nan      0.107813      0.090177     39.390000           nan    179.010000           nan     42.562678           nan     28.097159      0.000000    143.304171      5.707911     41.031748     15.217125
     0.000000      0.000000     28.250000    300.000000      0.526192      0.000000     14.048579      0.000000    405.141795     19.484697     11.248467      0.540978     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      1.049076     83.404125      7.531198     28.097159      0.000000           nan           nan     98.360000           nan     78.240000           nan    208.390628           nan      0.371376      0.109215    126.760000           nan    180.840000           nan     73.919941           nan     28.097159      0.000000    127.775215      2.880724     46.520595      8.769304
     0.000000      0.000000     28.250000    350.000000      0.526192      0.000000     14.048579      0.000000    463.150521     21.500832     12.859037      0.596955     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      0.000000     77.402701      9.439799           nan           nan           nan           nan    134.200000           nan     91.800000           nan    320.751182           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
     0.000000      0.000000     28.250000    450.000000      0.526192      0.000000     14.048579      0.000000    522.457884     19.783576     14.505663      0.549277     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      0.000000     74.770482      7.677586           nan           nan           nan           nan    171.500000           nan     80.320000           nan    353.518269           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
     0.000000      0.000000     28.250000    500.000000      0.526192      0.000000     14.048579      0.000000    385.926078      9.455241     10.714956      0.262518     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      0.000000     72.750976      3.547572           nan           nan           nan           nan    198.640000           nan     74.130000           nan    422.119393           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
     0.000000      0.000000     28.250000    550.000000      0.526192      0.000000     14.048579      0.000000    443.203252     10.596274     12.305215      0.294198     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.241138      0.000000     78.438444      3.705698           nan           nan           nan           nan    215.010000           nan     55.850000           nan    426.907716           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -0.500000     28.250000    100.000000      0.526192      0.000000     14.048579      0.000000    839.534373     22.786136     23.309060      0.632640     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.795274      0.000000    117.216802     18.928349     28.097159      0.000000      0.059133      0.040008     28.080400           nan     82.257200           nan   1275.155522           nan      0.494935      0.070814     98.905800           nan    159.386200           nan    331.393339           nan     28.097159      0.000000    101.630507      2.164100    283.483076     50.821080
    -0.500000     -0.500000     28.250000    150.000000      0.526192      0.000000     14.048579      0.000000   1190.153032     26.751749     33.043732      0.742743     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.795274      0.000000    116.028915     20.954672           nan           nan      0.239398      0.093762     34.620000           nan     81.940000           nan   1632.541798           nan      0.908819      1.462332    100.730000           nan    172.970000           nan    282.052332           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -0.500000     28.250000    200.000000      0.526192      0.000000     14.048579      0.000000   1250.675876     25.285213     34.724105      0.702026     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.795274      0.862304     84.576683     13.706003     28.097159      0.000000      0.042653      0.034120     38.010000           nan     76.900000           nan   1564.860191           nan      0.922192      0.128622    150.930000           nan    148.180000           nan    470.523309           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -0.500000     28.250000    250.000000      0.526192      0.000000     14.048579      0.000000   1409.540091     27.954822     39.134854      0.776145     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.795274      0.862304     98.260994     13.830609     28.097159      0.000000      0.123333      0.054733     50.790000           nan     72.150000           nan   1716.202670           nan      0.838032      0.166168    181.240000           nan    164.000000           nan    361.681207           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -0.500000     28.250000    275.000000      0.526192      0.000000     14.048579      0.000000   3123.981865     43.273248     86.735081      1.201450     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.795274      0.000000    161.355008     25.585457           nan           nan           nan           nan     64.480000           nan     66.220000           nan   1712.835029           nan      0.292577      0.078229     98.180000           nan    163.190000           nan    240.580338           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -0.500000     28.250000    300.000000      0.526192      0.000000     14.048579      0.000000   4375.694803     64.056312    121.487979      1.778477     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.795274      0.862304    371.029459     21.196494     28.097159      0.000000           nan           nan    108.930000           nan     56.690000           nan   1617.564301           nan      0.403661      0.089800    181.730000           nan    191.180000           nan    248.763256           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -0.500000     28.250000    350.000000      0.526192      0.000000     14.048579      0.000000    785.649357    108.198355     21.812982      3.004049     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.795274      0.000000    203.303154     47.063071           nan           nan           nan           nan    108.720000           nan     15.440000           nan   2710.901950           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -0.500000     28.250000    450.000000      0.526192      0.000000     14.048579      0.000000    322.077624     37.106066      8.942251      1.030223     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.795274      0.000000    176.911978     17.986436           nan           nan           nan           nan    153.300000           nan     27.620000           nan   2055.375932           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.500000     -0.500000     28.250000    550.000000      0.526192      0.000000     14.048579      0.000000    214.143300     40.223463      5.945533      1.116775     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     20.686628      0.000000     99.999999     25.128452           nan           nan           nan           nan    135.190000           nan     16.190000           nan   2169.848244           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    100.000000      0.526192      0.000000     14.048579      0.000000     54.662838     20.495623      1.517674      0.569046     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.000000    136.025433     15.896652     28.097159      0.000000      0.318456      0.108731     56.310000           nan    165.590000           nan    520.141926           nan      1.716674      4.206641     69.670000           nan    258.770000           nan    146.336737           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    150.000000      0.526192      0.000000     14.048579      0.000000     90.391695     19.605279      2.509660      0.544326     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.000000    116.410328     12.378293           nan           nan      0.525048      0.297963     61.930000           nan    161.780000           nan    486.990607           nan      1.653033     10.727507     80.190000           nan    244.510000           nan     95.419248           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    200.000000      0.526192      0.000000     14.048579      0.000000    150.544578     23.017282      4.179761      0.639058     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.931057     99.634414      9.710754     28.097159      0.000000      0.402747      0.129361     67.920000           nan    155.460000           nan    448.963772           nan      0.193342      0.115249     97.780000           nan    242.490000           nan    194.135368           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    250.000000      0.526192      0.000000     14.048579      0.000000    111.135847     26.104474      3.085606      0.724772     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.931057    112.755513      8.106022     28.097159      0.000000      0.000000      0.195644     66.580000           nan    156.830000           nan    369.790822           nan      0.319237      0.149881    121.480000           nan    228.820000           nan    238.741222           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    275.000000      0.526192      0.000000     14.048579      0.000000    101.968256     21.229369      2.831074      0.589418     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.000000    116.739463      8.595767           nan           nan           nan           nan    122.850000           nan    151.930000           nan    553.732466           nan      1.414020      9.114942    100.040000           nan    233.670000           nan    122.324363           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    300.000000      0.526192      0.000000     14.048579      0.000000    128.746105     30.398814      3.574542      0.844001     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.931057    115.582869      7.128336     28.097159      0.000000           nan           nan    162.470000           nan    162.650000           nan    622.766738           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    350.000000      0.526192      0.000000     14.048579      0.000000    142.072019     21.237846      3.944526      0.589653     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.000000    105.740985      6.952041           nan           nan           nan           nan    226.100000           nan    156.310000           nan    612.378548           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    450.000000      0.526192      0.000000     14.048579      0.000000    165.018926     23.983423      4.581630      0.665882     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.000000    110.261920      6.460463           nan           nan           nan           nan    259.210000           nan    139.590000           nan    642.484965           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.500000      0.000000     28.250000    550.000000      0.526192      0.000000     14.048579      0.000000    192.731940     24.532981      5.351062      0.681140     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     16.910221      0.000000    117.118994      5.752258           nan           nan           nan           nan    303.510000           nan    112.480000           nan    714.708641           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    100.000000      0.526192      0.000000     14.048579      0.000000    155.495087     11.178722      4.317208      0.310369     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.000000     25.048293      9.975909     28.097159      0.000000      0.489713      0.215066     33.950000           nan    103.200000           nan    302.651044           nan      1.875203      1.238034    233.630000           nan    190.630000           nan    317.300708           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    150.000000      0.526192      0.000000     14.048579      0.000000     93.484524     14.292534      2.595530      0.396822     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.000000    123.660506     11.133226           nan           nan      0.174529      0.282915     44.720000           nan    117.290000           nan    380.895048           nan      1.027725      3.174215    101.180000           nan    200.120000           nan    237.872333           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    200.000000      0.526192      0.000000     14.048579      0.000000    136.004603     13.925571      3.776069      0.386633     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.820746    114.837887      8.825176     28.097159      0.000000      0.845759      0.455027     40.520000           nan    110.640000           nan    264.678975           nan      1.245099      0.323169    198.240000           nan    168.960000           nan    303.348511           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    250.000000      0.526192      0.000000     14.048579      0.000000    165.748663     17.001796      4.601891      0.472042     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.820746    107.208405      7.757292     28.097159      0.000000      0.193184      0.254278     46.250000           nan    105.480000           nan    252.597389           nan      0.580410      0.131739    123.410000           nan    172.040000           nan    278.867194           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    275.000000      0.526192      0.000000     14.048579      0.000000    175.728046     12.490198      4.878961      0.346781     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.000000    100.000000      7.638306           nan           nan           nan           nan    101.210000           nan    112.760000           nan    397.369705           nan      0.304498      0.155622     98.980000           nan    200.140000           nan    141.274577           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    300.000000      0.526192      0.000000     14.048579      0.000000    126.054444     15.613514      3.499810      0.433498     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.820746    118.538449      7.413974     28.097159      0.000000           nan           nan    221.020000           nan    113.270000           nan    661.582977           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    350.000000      0.526192      0.000000     14.048579      0.000000    165.977828     12.683363      4.608254      0.352144     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.000000    101.839712      6.950834           nan           nan           nan           nan    228.540000           nan    112.530000           nan    691.528239           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    450.000000      0.526192      0.000000     14.048579      0.000000    247.837077     20.003566      6.881016      0.555384     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.000000     93.717184      8.078099           nan           nan           nan           nan    291.760000           nan     98.640000           nan    830.461971           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
    -0.250000     -0.250000     28.250000    550.000000      0.526192      0.000000     14.048579      0.000000    289.679698     15.613612      8.042746      0.433501     28.097159      0.000000      0.526192      0.000000     14.048579      0.000000     22.966599      0.000000    110.474596      5.479332           nan           nan           nan           nan    271.370000           nan     89.980000           nan    730.110652           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan           nan
