# EnergyLoss(meV)	Quasi-elastic(a.u.)	TransverseMode(a.u.)	LongitudinalMode(a.u.)	MagneticContinuum(a.u.)
     -213.5700669355         0.0447432217         0.0289889859         0.0000000000         0.0000000000
     -213.4560669355         0.0447909225         0.0290559868         0.0000000000         0.0000000000
     -213.3420669355         0.0448387000         0.0291231395         0.0000000000         0.0000000000
     -213.2280669355         0.0448865543         0.0291904441         0.0000000000         0.0000000000
     -213.1140669355         0.0449344855         0.0292579010         0.0000000000         0.0000000000
     -213.0000669355         0.0449824939         0.0293255105         0.0000000000         0.0000000000
     -212.8860669355         0.0450305796         0.0293932729         0.0000000000         0.0000000000
     -212.7720669355         0.0450787427         0.0294611885         0.0000000000         0.0000000000
     -212.6580669355         0.0451269835         0.0295292576         0.0000000000         0.0000000000
     -212.5440669355         0.0451753020         0.0295974806         0.0000000000         0.0000000000
     -212.4300669355         0.0452236986         0.0296658577         0.0000000000         0.0000000000
     -212.3160669355         0.0452721733         0.0297343893         0.0000000000         0.0000000000
     -212.2020669355         0.0453207262         0.0298030757         0.0000000000         0.0000000000
     -212.0880669355         0.0453693577         0.0298719171         0.0000000000         0.0000000000
     -211.9740669355         0.0454180678         0.0299409139         0.0000000000         0.0000000000
     -211.8600669355         0.0454668567         0.0300100665         0.0000000000         0.0000000000
     -211.7460669355         0.0455157246         0.0300793750         0.0000000000         0.0000000000
     -211.6320669355         0.0455646716         0.0301488400         0.0000000000         0.0000000000
     -211.5180669355         0.0456136980         0.0302184615         0.0000000000         0.0000000000
     -211.4040669355         0.0456628039         0.0302882401         0.0000000000         0.0000000000
     -211.2900669355         0.0457119894         0.0303581759         0.0000000000         0.0000000000
     -211.1760669355         0.0457612548         0.0304282693         0.0000000000         0.0000000000
     -211.0620669355         0.0458106002         0.0304985207         0.0000000000         0.0000000000
     -210.9480669355         0.0458600259         0.0305689302         0.0000000000         0.0000000000
     -210.8340669355         0.0459095318         0.0306394984         0.0000000000         0.0000000000
     -210.7200669355         0.0459591184         0.0307102254         0.0000000000         0.0000000000
     -210.6060669355         0.0460087856         0.0307811115         0.0000000000         0.0000000000
     -210.4920669355         0.0460585337         0.0308521572         0.0000000000         0.0000000000
     -210.3780669355         0.0461083629         0.0309233627         0.0000000000         0.0000000000
     -210.2640669355         0.0461582734         0.0309947284         0.0000000000         0.0000000000
     -210.1500669355         0.0462082653         0.0310662545         0.0000000000         0.0000000000
     -210.0360669355         0.0462583388         0.0311379415         0.0000000000         0.0000000000
     -209.9220669355         0.0463084940         0.0312097895         0.0000000000         0.0000000000
     -209.8080669355         0.0463587313         0.0312817989         0.0000000000         0.0000000000
     -209.6940669355         0.0464090506         0.0313539701         0.0000000000         0.0000000000
     -209.5800669355         0.0464594523         0.0314263034         0.0000000000         0.0000000000
     -209.4660669355         0.0465099365         0.0314987990         0.0000000000         0.0000000000
     -209.3520669355         0.0465605034         0.0315714574         0.0000000000         0.0000000000
     -209.2380669355         0.0466111531         0.0316442788         0.0000000000         0.0000000000
     -209.1240669355         0.0466618859         0.0317172636         0.0000000000         0.0000000000
     -209.0100669355         0.0467127019         0.0317904121         0.0000000000         0.0000000000
     -208.8960669355         0.0467636013         0.0318637246         0.0000000000         0.0000000000
     -208.7820669355         0.0468145843         0.0319372014         0.0000000000         0.0000000000
     -208.6680669355         0.0468656511         0.0320108429         0.0000000000         0.0000000000
     -208.5540669355         0.0469168019         0.0320846494         0.0000000000         0.0000000000
     -208.4400669355         0.0469680368         0.0321586211         0.0000000000         0.0000000000
     -208.3260669355         0.0470193560         0.0322327586         0.0000000000         0.0000000000
     -208.2120669355         0.0470707597         0.0323070620         0.0000000000         0.0000000000
     -208.0980669355         0.0471222482         0.0323815317         0.0000000000         0.0000000000
     -207.9840669355         0.0471738215         0.0324561680         0.0000000000         0.0000000000
     -207.8700669355         0.0472254800         0.0325309713         0.0000000000         0.0000000000
     -207.7560669355         0.0472772237         0.0326059418         0.0000000000         0.0000000000
     -207.6420669355         0.0473290528         0.0326810800         0.0000000000         0.0000000000
     -207.5280669355         0.0473809676         0.0327563861         0.0000000000         0.0000000000
     -207.4140669355         0.0474329682         0.0328318605         0.0000000000         0.0000000000
     -207.3000669355         0.0474850549         0.0329075034         0.0000000000         0.0000000000
     -207.1860669355         0.0475372277         0.0329833153         0.0000000000         0.0000000000
     -207.0720669355         0.0475894870         0.0330592965         0.0000000000         0.0000000000
     -206.9580669355         0.0476418329         0.0331354473         0.0000000000         0.0000000000
     -206.8440669355         0.0476942655         0.0332117680         0.0000000000         0.0000000000
     -206.7300669355         0.0477467852         0.0332882589         0.0000000000         0.0000000000
     -206.6160669355         0.0477993920         0.0333649205         0.0000000000         0.0000000000
     -206.5020669355         0.0478520862         0.0334417529         0.0000000000         0.0000000000
     -206.3880669355         0.0479048680         0.0335187567         0.0000000000         0.0000000000
     -206.2740669355         0.0479577375         0.0335959320         0.0000000000         0.0000000000
     -206.1600669355         0.0480106949         0.0336732793         0.0000000000         0.0000000000
     -206.0460669355         0.0480637406         0.0337507988         0.0000000000         0.0000000000
     -205.9320669355         0.0481168745         0.0338284909         0.0000000000         0.0000000000
     -205.8180669355         0.0481700970         0.0339063560         0.0000000000         0.0000000000
     -205.7040669355         0.0482234083         0.0339843943         0.0000000000         0.0000000000
     -205.5900669355         0.0482768085         0.0340626062         0.0000000000         0.0000000000
     -205.4760669355         0.0483302978         0.0341409921         0.0000000000         0.0000000000
     -205.3620669355         0.0483838765         0.0342195523         0.0000000000         0.0000000000
     -205.2480669355         0.0484375447         0.0342982871         0.0000000000         0.0000000000
     -205.1340669355         0.0484913027         0.0343771968         0.0000000000         0.0000000000
     -205.0200669355         0.0485451506         0.0344562818         0.0000000000         0.0000000000
     -204.9060669355         0.0485990886         0.0345355425         0.0000000000         0.0000000000
     -204.7920669355         0.0486531170         0.0346149792         0.0000000000         0.0000000000
     -204.6780669355         0.0487072359         0.0346945922         0.0000000000         0.0000000000
     -204.5640669355         0.0487614456         0.0347743818         0.0000000000         0.0000000000
     -204.4500669355         0.0488157462         0.0348543484         0.0000000000         0.0000000000
     -204.3360669355         0.0488701380         0.0349344924         0.0000000000         0.0000000000
     -204.2220669355         0.0489246212         0.0350148141         0.0000000000         0.0000000000
     -204.1080669355         0.0489791959         0.0350953137         0.0000000000         0.0000000000
     -203.9940669355         0.0490338624         0.0351759918         0.0000000000         0.0000000000
     -203.8800669355         0.0490886209         0.0352568485         0.0000000000         0.0000000000
     -203.7660669355         0.0491434716         0.0353378843         0.0000000000         0.0000000000
     -203.6520669355         0.0491984146         0.0354190995         0.0000000000         0.0000000000
     -203.5380669355         0.0492534503         0.0355004945         0.0000000000         0.0000000000
     -203.4240669355         0.0493085788         0.0355820695         0.0000000000         0.0000000000
     -203.3100669355         0.0493638003         0.0356638249         0.0000000000         0.0000000000
     -203.1960669355         0.0494191151         0.0357457612         0.0000000000         0.0000000000
     -203.0820669355         0.0494745233         0.0358278785         0.0000000000         0.0000000000
     -202.9680669355         0.0495300251         0.0359101773         0.0000000000         0.0000000000
     -202.8540669355         0.0495856209         0.0359926579         0.0000000000         0.0000000000
     -202.7400669355         0.0496413107         0.0360753207         0.0000000000         0.0000000000
     -202.6260669355         0.0496970948         0.0361581660         0.0000000000         0.0000000000
     -202.5120669355         0.0497529734         0.0362411942         0.0000000000         0.0000000000
     -202.3980669355         0.0498089467         0.0363244055         0.0000000000         0.0000000000
     -202.2840669355         0.0498650150         0.0364078004         0.0000000000         0.0000000000
     -202.1700669355         0.0499211784         0.0364913792         0.0000000000         0.0000000000
     -202.0560669355         0.0499774372         0.0365751423         0.0000000000         0.0000000000
     -201.9420669355         0.0500337916         0.0366590899         0.0000000000         0.0000000000
     -201.8280669355         0.0500902418         0.0367432225         0.0000000000         0.0000000000
