# EnergyLoss(meV)	Quasi-elastic(a.u.)	TransverseMode(a.u.)	LongitudinalMode(a.u.)	MagneticContinuum(a.u.)
     -214.7895814923         0.0204045392         0.0000000000         0.0012360257        -0.0245043127
     -214.6755814923         0.0204258363         0.0000000000         0.0012367655        -0.0245806289
     -214.5615814923         0.0204471668         0.0000000000         0.0012375061        -0.0246566626
     -214.4475814923         0.0204685308         0.0000000000         0.0012382473        -0.0247324068
     -214.3335814923         0.0204899283         0.0000000000         0.0012389891        -0.0248078547
     -214.2195814923         0.0205113594         0.0000000000         0.0012397317        -0.0248829992
     -214.1055814923         0.0205328242         0.0000000000         0.0012404749        -0.0249578334
     -213.9915814923         0.0205543228         0.0000000000         0.0012412188        -0.0250323504
     -213.8775814923         0.0205758551         0.0000000000         0.0012419633        -0.0251065432
     -213.7635814923         0.0205974214         0.0000000000         0.0012427085        -0.0251804048
     -213.6495814923         0.0206190215         0.0000000000         0.0012434544        -0.0252539284
     -213.5355814923         0.0206406558         0.0000000000         0.0012442010        -0.0253271069
     -213.4215814923         0.0206623241         0.0000000000         0.0012449482        -0.0253999334
     -213.3075814923         0.0206840266         0.0000000000         0.0012456961        -0.0254724010
     -213.1935814923         0.0207057633         0.0000000000         0.0012464446        -0.0255445027
     -213.0795814923         0.0207275344         0.0000000000         0.0012471939        -0.0256162317
     -212.9655814923         0.0207493398         0.0000000000         0.0012479438        -0.0256875811
     -212.8515814923         0.0207711797         0.0000000000         0.0012486944        -0.0257585439
     -212.7375814923         0.0207930542         0.0000000000         0.0012494457        -0.0258291133
     -212.6235814923         0.0208149632         0.0000000000         0.0012501976        -0.0258992825
     -212.5095814923         0.0208369069         0.0000000000         0.0012509503        -0.0259690446
     -212.3955814923         0.0208588854         0.0000000000         0.0012517036        -0.0260383928
     -212.2815814923         0.0208808987         0.0000000000         0.0012524576        -0.0261073204
     -212.1675814923         0.0209029469         0.0000000000         0.0012532123        -0.0261758205
     -212.0535814923         0.0209250301         0.0000000000         0.0012539676        -0.0262438865
     -211.9395814923         0.0209471483         0.0000000000         0.0012547236        -0.0263115117
     -211.8255814923         0.0209693017         0.0000000000         0.0012554804        -0.0263786894
     -211.7115814923         0.0209914902         0.0000000000         0.0012562378        -0.0264454129
     -211.5975814923         0.0210137140         0.0000000000         0.0012569959        -0.0265116757
     -211.4835814923         0.0210359732         0.0000000000         0.0012577546        -0.0265774712
     -211.3695814923         0.0210582677         0.0000000000         0.0012585141        -0.0266427928
     -211.2555814923         0.0210805978         0.0000000000         0.0012592743        -0.0267076342
     -211.1415814923         0.0211029635         0.0000000000         0.0012600351        -0.0267719888
     -211.0275814923         0.0211253648         0.0000000000         0.0012607966        -0.0268358503
     -210.9135814923         0.0211478018         0.0000000000         0.0012615588        -0.0268992123
     -210.7995814923         0.0211702746         0.0000000000         0.0012623218        -0.0269620685
     -210.6855814923         0.0211927833         0.0000000000         0.0012630854        -0.0270244126
     -210.5715814923         0.0212153280         0.0000000000         0.0012638496        -0.0270862385
     -210.4575814923         0.0212379086         0.0000000000         0.0012646146        -0.0271475401
     -210.3435814923         0.0212605254         0.0000000000         0.0012653803        -0.0272083111
