# EnergyLoss(meV)	Quasi-elastic(a.u.)	TransverseMode(a.u.)	LongitudinalMode(a.u.)	MagneticContinuum(a.u.)
     -229.8664057565         0.0049761451         0.0000000000         0.0000000000        -0.2085320850
     -229.7524057565         0.0049808165         0.0000000000         0.0000000000        -0.2084695034
     -229.6384057565         0.0049854944         0.0000000000         0.0000000000        -0.2084061103
     -229.5244057565         0.0049901789         0.0000000000         0.0000000000        -0.2083419080
     -229.4104057565         0.0049948701         0.0000000000         0.0000000000        -0.2082768991
     -229.2964057565         0.0049995678         0.0000000000         0.0000000000        -0.2082110859
     -229.1824057565         0.0050042722         0.0000000000         0.0000000000        -0.2081444710
     -229.0684057565         0.0050089833         0.0000000000         0.0000000000        -0.2080770568
     -228.9544057565         0.0050137010         0.0000000000         0.0000000000        -0.2080088460
     -228.8404057565         0.0050184253         0.0000000000         0.0000000000        -0.2079398410
     -228.7264057565         0.0050231564         0.0000000000         0.0000000000        -0.2078700444
     -228.6124057565         0.0050278941         0.0000000000         0.0000000000        -0.2077994587
     -228.4984057565         0.0050326386         0.0000000000         0.0000000000        -0.2077280865
     -228.3844057565         0.0050373898         0.0000000000         0.0000000000        -0.2076559303
     -228.2704057565         0.0050421477         0.0000000000         0.0000000000        -0.2075829928
     -228.1564057565         0.0050469124         0.0000000000         0.0000000000        -0.2075092766
     -228.0424057565         0.0050516838         0.0000000000         0.0000000000        -0.2074347843
     -227.9284057565         0.0050564620         0.0000000000         0.0000000000        -0.2073595185
     -227.8144057565         0.0050612470         0.0000000000         0.0000000000        -0.2072834818
     -227.7004057565         0.0050660388         0.0000000000         0.0000000000        -0.2072066769
     -227.5864057565         0.0050708374         0.0000000000         0.0000000000        -0.2071291065
     -227.4724057565         0.0050756429         0.0000000000         0.0000000000        -0.2070507733
     -227.3584057565         0.0050804551         0.0000000000         0.0000000000        -0.2069716798
     -227.2444057565         0.0050852742         0.0000000000         0.0000000000        -0.2068918289
     -227.1304057565         0.0050901002         0.0000000000         0.0000000000        -0.2068112231
     -227.0164057565         0.0050949331         0.0000000000         0.0000000000        -0.2067298653
     -226.9024057565         0.0050997728         0.0000000000         0.0000000000        -0.2066477582
     -226.7884057565         0.0051046195         0.0000000000         0.0000000000        -0.2065649045
     -226.6744057565         0.0051094731         0.0000000000         0.0000000000        -0.2064813068
     -226.5604057565         0.0051143336         0.0000000000         0.0000000000        -0.2063969681
     -226.4464057565         0.0051192010         0.0000000000         0.0000000000        -0.2063118911
     -226.3324057565         0.0051240754         0.0000000000         0.0000000000        -0.2062260784
     -226.2184057565         0.0051289568         0.0000000000         0.0000000000        -0.2061395330
     -226.1044057565         0.0051338452         0.0000000000         0.0000000000        -0.2060522576
     -225.9904057565         0.0051387405         0.0000000000         0.0000000000        -0.2059642550
     -225.8764057565         0.0051436429         0.0000000000         0.0000000000        -0.2058755280
     -225.7624057565         0.0051485523         0.0000000000         0.0000000000        -0.2057860795
     -225.6484057565         0.0051534687         0.0000000000         0.0000000000        -0.2056959122
     -225.5344057565         0.0051583922         0.0000000000         0.0000000000        -0.2056050291
     -225.4204057565         0.0051633227         0.0000000000         0.0000000000        -0.2055134329
     -225.3064057565         0.0051682603         0.0000000000         0.0000000000        -0.2054211265
     -225.1924057565         0.0051732050         0.0000000000         0.0000000000        -0.2053281127
     -225.0784057565         0.0051781568         0.0000000000         0.0000000000        -0.2052343945
     -224.9644057565         0.0051831157         0.0000000000         0.0000000000        -0.2051399747
     -224.8504057565         0.0051880818         0.0000000000         0.0000000000        -0.2050448562
     -224.7364057565         0.0051930550         0.0000000000         0.0000000000        -0.2049490419
     -224.6224057565         0.0051980354         0.0000000000         0.0000000000        -0.2048525347
     -224.5084057565         0.0052030229         0.0000000000         0.0000000000        -0.2047553374
     -224.3944057565         0.0052080176         0.0000000000         0.0000000000        -0.2046574531
     -224.2804057565         0.0052130195         0.0000000000         0.0000000000        -0.2045588845
     -224.1664057565         0.0052180287         0.0000000000         0.0000000000        -0.2044596348
     -224.0524057565         0.0052230450         0.0000000000         0.0000000000        -0.2043597067
     -223.9384057565         0.0052280686         0.0000000000         0.0000000000        -0.2042591032
     -223.8244057565         0.0052330995         0.0000000000         0.0000000000        -0.2041578272
     -223.7104057565         0.0052381376         0.0000000000         0.0000000000        -0.2040558818
     -223.5964057565         0.0052431830         0.0000000000         0.0000000000        -0.2039532699
     -223.4824057565         0.0052482357         0.0000000000         0.0000000000        -0.2038499943
     -223.3684057565         0.0052532958         0.0000000000         0.0000000000        -0.2037460582
     -223.2544057565         0.0052583631         0.0000000000         0.0000000000        -0.2036414645
     -223.1404057565         0.0052634378         0.0000000000         0.0000000000        -0.2035362161
     -223.0264057565         0.0052685199         0.0000000000         0.0000000000        -0.2034303160
     -222.9124057565         0.0052736093         0.0000000000         0.0000000000        -0.2033237672
     -222.7984057565         0.0052787061         0.0000000000         0.0000000000        -0.2032165728
     -222.6844057565         0.0052838103         0.0000000000         0.0000000000        -0.2031087357
     -222.5704057565         0.0052889219         0.0000000000         0.0000000000        -0.2030002589
     -222.4564057565         0.0052940409         0.0000000000         0.0000000000        -0.2028911454
     -222.3424057565         0.0052991674         0.0000000000         0.0000000000        -0.2027813982
     -222.2284057565         0.0053043013         0.0000000000         0.0000000000        -0.2026710204
     -222.1144057565         0.0053094427         0.0000000000         0.0000000000        -0.2025600150
     -222.0004057565         0.0053145916         0.0000000000         0.0000000000        -0.2024483850
