# EnergyLoss(meV)	Quasi-elastic(a.u.)	TransverseMode(a.u.)	LongitudinalMode(a.u.)	MagneticContinuum(a.u.)
     -205.6694179572         0.0014661534         0.0000000000         0.0000000000        -0.0251335519
     -205.5694179572         0.0014675076         0.0000000000         0.0000000000        -0.0251925585
     -205.4694179572         0.0014688637         0.0000000000         0.0000000000        -0.0252516696
     -205.3694179572         0.0014702217         0.0000000000         0.0000000000        -0.0253108852
     -205.2694179572         0.0014715816         0.0000000000         0.0000000000        -0.0253702051
     -205.1694179572         0.0014729433         0.0000000000         0.0000000000        -0.0254296295
     -205.0694179572         0.0014743070         0.0000000000         0.0000000000        -0.0254891581
     -204.9694179572         0.0014756726         0.0000000000         0.0000000000        -0.0255487911
     -204.8694179572         0.0014770400         0.0000000000         0.0000000000        -0.0256085282
     -204.7694179572         0.0014784094         0.0000000000         0.0000000000        -0.0256683696
     -204.6694179572         0.0014797806         0.0000000000         0.0000000000        -0.0257283151
     -204.5694179572         0.0014811538         0.0000000000         0.0000000000        -0.0257883648
     -204.4694179572         0.0014825289         0.0000000000         0.0000000000        -0.0258485184
     -204.3694179572         0.0014839059         0.0000000000         0.0000000000        -0.0259087761
     -204.2694179572         0.0014852848         0.0000000000         0.0000000000        -0.0259691377
     -204.1694179572         0.0014866657         0.0000000000         0.0000000000        -0.0260296032
     -204.0694179572         0.0014880485         0.0000000000         0.0000000000        -0.0260901724
     -203.9694179572         0.0014894332         0.0000000000         0.0000000000        -0.0261508455
     -203.8694179572         0.0014908199         0.0000000000         0.0000000000        -0.0262116223
     -203.7694179572         0.0014922085         0.0000000000         0.0000000000        -0.0262725027
     -203.6694179572         0.0014935990         0.0000000000         0.0000000000        -0.0263334866
     -203.5694179572         0.0014949915         0.0000000000         0.0000000000        -0.0263945741
     -203.4694179572         0.0014963859         0.0000000000         0.0000000000        -0.0264557650
     -203.3694179572         0.0014977823         0.0000000000         0.0000000000        -0.0265170593
     -203.2694179572         0.0014991807         0.0000000000         0.0000000000        -0.0265784569
     -203.1694179572         0.0015005810         0.0000000000         0.0000000000        -0.0266399577
     -203.0694179572         0.0015019832         0.0000000000         0.0000000000        -0.0267015616
     -202.9694179572         0.0015033875         0.0000000000         0.0000000000        -0.0267632687
     -202.8694179572         0.0015047937         0.0000000000         0.0000000000        -0.0268250787
     -202.7694179572         0.0015062019         0.0000000000         0.0000000000        -0.0268869916
     -202.6694179572         0.0015076121         0.0000000000         0.0000000000        -0.0269490073
     -202.5694179572         0.0015090242         0.0000000000         0.0000000000        -0.0270111258
     -202.4694179572         0.0015104384         0.0000000000         0.0000000000        -0.0270733470
     -202.3694179572         0.0015118545         0.0000000000         0.0000000000        -0.0271356707
     -202.2694179572         0.0015132726         0.0000000000         0.0000000000        -0.0271980969
     -202.1694179572         0.0015146928         0.0000000000         0.0000000000        -0.0272606254
     -202.0694179572         0.0015161149         0.0000000000         0.0000000000        -0.0273232563
     -201.9694179572         0.0015175390         0.0000000000         0.0000000000        -0.0273859894
     -201.8694179572         0.0015189652         0.0000000000         0.0000000000        -0.0274488245
     -201.7694179572         0.0015203934         0.0000000000         0.0000000000        -0.0275117617
     -201.6694179572         0.0015218235         0.0000000000         0.0000000000        -0.0275748008
     -201.5694179572         0.0015232557         0.0000000000         0.0000000000        -0.0276379416
     -201.4694179572         0.0015246900         0.0000000000         0.0000000000        -0.0277011842
     -201.3694179572         0.0015261262         0.0000000000         0.0000000000        -0.0277645283
     -201.2694179572         0.0015275645         0.0000000000         0.0000000000        -0.0278279740
     -201.1694179572         0.0015290048         0.0000000000         0.0000000000        -0.0278915209
     -201.0694179572         0.0015304472         0.0000000000         0.0000000000        -0.0279551692
     -200.9694179572         0.0015318916         0.0000000000         0.0000000000        -0.0280189185
     -200.8694179572         0.0015333381         0.0000000000         0.0000000000        -0.0280827689
     -200.7694179572         0.0015347866         0.0000000000         0.0000000000        -0.0281467202
     -200.6694179572         0.0015362372         0.0000000000         0.0000000000        -0.0282107723
     -200.5694179572         0.0015376898         0.0000000000         0.0000000000        -0.0282749251
     -200.4694179572         0.0015391445         0.0000000000         0.0000000000        -0.0283391783
     -200.3694179572         0.0015406013         0.0000000000         0.0000000000        -0.0284035320
     -200.2694179572         0.0015420601         0.0000000000         0.0000000000        -0.0284679860
     -200.1694179572         0.0015435210         0.0000000000         0.0000000000        -0.0285325401
     -200.0694179572         0.0015449840         0.0000000000         0.0000000000        -0.0285971942
     -199.9694179572         0.0015464491         0.0000000000         0.0000000000        -0.0286619483
     -199.8694179572         0.0015479162         0.0000000000         0.0000000000        -0.0287268020
     -199.7694179572         0.0015493855         0.0000000000         0.0000000000        -0.0287917554
     -199.6694179572         0.0015508568         0.0000000000         0.0000000000        -0.0288568083
     -199.5694179572         0.0015523303         0.0000000000         0.0000000000        -0.0289219604
     -199.4694179572         0.0015538058         0.0000000000         0.0000000000        -0.0289872118
     -199.3694179572         0.0015552835         0.0000000000         0.0000000000        -0.0290525622
     -199.2694179572         0.0015567632         0.0000000000         0.0000000000        -0.0291180115
     -199.1694179572         0.0015582451         0.0000000000         0.0000000000        -0.0291835595
     -199.0694179572         0.0015597291         0.0000000000         0.0000000000        -0.0292492061
     -198.9694179572         0.0015612153         0.0000000000         0.0000000000        -0.0293149511
     -198.8694179572         0.0015627035         0.0000000000         0.0000000000        -0.0293807944
     -198.7694179572         0.0015641939         0.0000000000         0.0000000000        -0.0294467358
     -198.6694179572         0.0015656864         0.0000000000         0.0000000000        -0.0295127752
     -198.5694179572         0.0015671811         0.0000000000         0.0000000000        -0.0295789124
     -198.4694179572         0.0015686779         0.0000000000         0.0000000000        -0.0296451471
     -198.3694179572         0.0015701769         0.0000000000         0.0000000000        -0.0297114794
     -198.2694179572         0.0015716780         0.0000000000         0.0000000000        -0.0297779089
     -198.1694179572         0.0015731812         0.0000000000         0.0000000000        -0.0298444355
     -198.0694179572         0.0015746867         0.0000000000         0.0000000000        -0.0299110591
     -197.9694179572         0.0015761942         0.0000000000         0.0000000000        -0.0299777794
     -197.8694179572         0.0015777040         0.0000000000         0.0000000000        -0.0300445963
     -197.7694179572         0.0015792159         0.0000000000         0.0000000000        -0.0301115096
     -197.6694179572         0.0015807301         0.0000000000         0.0000000000        -0.0301785192
     -197.5694179572         0.0015822463         0.0000000000         0.0000000000        -0.0302456247
     -197.4694179572         0.0015837648         0.0000000000         0.0000000000        -0.0303128262
     -197.3694179572         0.0015852855         0.0000000000         0.0000000000        -0.0303801233
     -197.2694179572         0.0015868084         0.0000000000         0.0000000000        -0.0304475158
     -197.1694179572         0.0015883334         0.0000000000         0.0000000000        -0.0305150036
     -197.0694179572         0.0015898607         0.0000000000         0.0000000000        -0.0305825865
     -196.9694179572         0.0015913901         0.0000000000         0.0000000000        -0.0306502643
     -196.8694179572         0.0015929218         0.0000000000         0.0000000000        -0.0307180368
     -196.7694179572         0.0015944557         0.0000000000         0.0000000000        -0.0307859037
     -196.6694179572         0.0015959918         0.0000000000         0.0000000000        -0.0308538650
     -196.5694179572         0.0015975302         0.0000000000         0.0000000000        -0.0309219202
     -196.4694179572         0.0015990707         0.0000000000         0.0000000000        -0.0309900694
     -196.3694179572         0.0016006135         0.0000000000         0.0000000000        -0.0310583122
     -196.2694179572         0.0016021586         0.0000000000         0.0000000000        -0.0311266484
     -196.1694179572         0.0016037059         0.0000000000         0.0000000000        -0.0311950778
     -196.0694179572         0.0016052554         0.0000000000         0.0000000000        -0.0312636002
     -195.9694179572         0.0016068072         0.0000000000         0.0000000000        -0.0313322154
     -195.8694179572         0.0016083612         0.0000000000         0.0000000000        -0.0314009232
     -195.7694179572         0.0016099175         0.0000000000         0.0000000000        -0.0314697233
     -195.6694179572         0.0016114760         0.0000000000         0.0000000000        -0.0315386154
     -195.5694179572         0.0016130368         0.0000000000         0.0000000000        -0.0316075995
     -195.4694179572         0.0016145999         0.0000000000         0.0000000000        -0.0316766752
     -195.3694179572         0.0016161653         0.0000000000         0.0000000000        -0.0317458423
     -195.2694179572         0.0016177329         0.0000000000         0.0000000000        -0.0318151005
     -195.1694179572         0.0016193029         0.0000000000         0.0000000000        -0.0318844497
     -195.0694179572         0.0016208751         0.0000000000         0.0000000000        -0.0319538895
     -194.9694179572         0.0016224496         0.0000000000         0.0000000000        -0.0320234198
     -194.8694179572         0.0016240264         0.0000000000         0.0000000000        -0.0320930403
     -194.7694179572         0.0016256055         0.0000000000         0.0000000000        -0.0321627508
     -194.6694179572         0.0016271870         0.0000000000         0.0000000000        -0.0322325509
     -194.5694179572         0.0016287707         0.0000000000         0.0000000000        -0.0323024405
     -194.4694179572         0.0016303567         0.0000000000         0.0000000000        -0.0323724192
     -194.3694179572         0.0016319451         0.0000000000         0.0000000000        -0.0324424869
     -194.2694179572         0.0016335358         0.0000000000         0.0000000000        -0.0325126433
     -194.1694179572         0.0016351288         0.0000000000         0.0000000000        -0.0325828880
     -194.0694179572         0.0016367242         0.0000000000         0.0000000000        -0.0326532209
     -193.9694179572         0.0016383219         0.0000000000         0.0000000000        -0.0327236417
     -193.8694179572         0.0016399220         0.0000000000         0.0000000000        -0.0327941500
     -193.7694179572         0.0016415243         0.0000000000         0.0000000000        -0.0328647457
     -193.6694179572         0.0016431291         0.0000000000         0.0000000000        -0.0329354284
     -193.5694179572         0.0016447362         0.0000000000         0.0000000000        -0.0330061979
     -193.4694179572         0.0016463457         0.0000000000         0.0000000000        -0.0330770540
     -193.3694179572         0.0016479575         0.0000000000         0.0000000000        -0.0331479962
     -193.2694179572         0.0016495717         0.0000000000         0.0000000000        -0.0332190243
     -193.1694179572         0.0016511883         0.0000000000         0.0000000000        -0.0332901381
     -193.0694179572         0.0016528072         0.0000000000         0.0000000000        -0.0333613372
     -192.9694179572         0.0016544286         0.0000000000         0.0000000000        -0.0334326214
     -192.8694179572         0.0016560523         0.0000000000         0.0000000000        -0.0335039904
     -192.7694179572         0.0016576785         0.0000000000         0.0000000000        -0.0335754438
     -192.6694179572         0.0016593070         0.0000000000         0.0000000000        -0.0336469814
     -192.5694179572         0.0016609379         0.0000000000         0.0000000000        -0.0337186028
     -192.4694179572         0.0016625713         0.0000000000         0.0000000000        -0.0337903078
     -192.3694179572         0.0016642070         0.0000000000         0.0000000000        -0.0338620961
     -192.2694179572         0.0016658452         0.0000000000         0.0000000000        -0.0339339673
     -192.1694179572         0.0016674858         0.0000000000         0.0000000000        -0.0340059212
     -192.0694179572         0.0016691289         0.0000000000         0.0000000000        -0.0340779573
     -191.9694179572         0.0016707743         0.0000000000         0.0000000000        -0.0341500755
     -191.8694179572         0.0016724222         0.0000000000         0.0000000000        -0.0342222753
