# EnergyLoss(meV)	Quasi-elastic(a.u.)	TransverseMode(a.u.)	LongitudinalMode(a.u.)	MagneticContinuum(a.u.)
     -211.7042884781         0.0380042884         0.0056858553         0.0008903039        -0.1970557991
     -211.5902884781         0.0380448497         0.0057015585         0.0008908443        -0.1978031645
     -211.4762884781         0.0380854760         0.0057172512         0.0008913853        -0.1985463627
     -211.3622884781         0.0381261677         0.0057329332         0.0008919267        -0.1992852512
     -211.2482884781         0.0381669247         0.0057486044         0.0008924687        -0.2000196871
     -211.1342884781         0.0382077474         0.0057642644         0.0008930111        -0.2007495269
     -211.0202884781         0.0382486357         0.0057799130         0.0008935540        -0.2014746267
     -210.9062884781         0.0382895898         0.0057955500         0.0008940975        -0.2021948417
     -210.7922884781         0.0383306099         0.0058111753         0.0008946414        -0.2029100272
     -210.6782884781         0.0383716961         0.0058267886         0.0008951858        -0.2036200378
     -210.5642884781         0.0384128486         0.0058423896         0.0008957307        -0.2043247280
     -210.4502884781         0.0384540675         0.0058579784         0.0008962761        -0.2050239520
     -210.3362884781         0.0384953529         0.0058735545         0.0008968220        -0.2057175639
     -210.2222884781         0.0385367051         0.0058891179         0.0008973684        -0.2064054175
     -210.1082884781         0.0385781240         0.0059046685         0.0008979153        -0.2070873669
     -209.9942884781         0.0386196100         0.0059202059         0.0008984627        -0.2077632661
     -209.8802884781         0.0386611630         0.0059357302         0.0008990106        -0.2084329691
     -209.7662884781         0.0387027834         0.0059512411         0.0008995591        -0.2090963303
     -209.6522884781         0.0387444711         0.0059667386         0.0009001080        -0.2097532042
     -209.5382884781         0.0387862264         0.0059822224         0.0009006574        -0.2104034456
     -209.4242884781         0.0388280494         0.0059976924         0.0009012073        -0.2110469100
     -209.3102884781         0.0388699403         0.0060131486         0.0009017577        -0.2116834530
     -209.1962884781         0.0389118992         0.0060285908         0.0009023086        -0.2123129310
     -209.0822884781         0.0389539262         0.0060440189         0.0009028601        -0.2129352010
     -208.9682884781         0.0389960215         0.0060594329         0.0009034120        -0.2135501205
     -208.8542884781         0.0390381853         0.0060748325         0.0009039644        -0.2141575482
     -208.7402884781         0.0390804176         0.0060902178         0.0009045174        -0.2147573433
     -208.6262884781         0.0391227187         0.0061055887         0.0009050708        -0.2153493661
     -208.5122884781         0.0391650887         0.0061209450         0.0009056248        -0.2159334778
     -208.3982884781         0.0392075278         0.0061362867         0.0009061792        -0.2165095410
     -208.2842884781         0.0392500360         0.0061516138         0.0009067342        -0.2170774191
     -208.1702884781         0.0392926136         0.0061669262         0.0009072897        -0.2176369771
     -208.0562884781         0.0393352606         0.0061822239         0.0009078457        -0.2181880810
     -207.9422884781         0.0393779774         0.0061975068         0.0009084022        -0.2187305985
     -207.8282884781         0.0394207639         0.0062127748         0.0009089592        -0.2192643988
     -207.7142884781         0.0394636203         0.0062280280         0.0009095168        -0.2197893525
     -207.6002884781         0.0395065469         0.0062432662         0.0009100748        -0.2203053319
     -207.4862884781         0.0395495438         0.0062584896         0.0009106334        -0.2208122112
     -207.3722884781         0.0395926110         0.0062736981         0.0009111924        -0.2213098662
     -207.2582884781         0.0396357488         0.0062888916         0.0009117520        -0.2217981748
     -207.1442884781         0.0396789573         0.0063040702         0.0009123121        -0.2222770168
     -207.0302884781         0.0397222367         0.0063192339         0.0009128727        -0.2227462739
     -206.9162884781         0.0397655872         0.0063343826         0.0009134339        -0.2232058302
     -206.8022884781         0.0398090088         0.0063495164         0.0009139955        -0.2236555717
     -206.6882884781         0.0398525018         0.0063646354         0.0009145577        -0.2240953870
     -206.5742884781         0.0398960663         0.0063797395         0.0009151204        -0.2245251667
     -206.4602884781         0.0399397024         0.0063948287         0.0009156836        -0.2249448041
     -206.3462884781         0.0399834103         0.0064099031         0.0009162473        -0.2253541949
     -206.2322884781         0.0400271903         0.0064249628         0.0009168116        -0.2257532373
     -206.1182884781         0.0400710423         0.0064400078         0.0009173763        -0.2261418323
