# EnergyLoss(meV)	Quasi-elastic(a.u.)	TransverseMode(a.u.)	LongitudinalMode(a.u.)	MagneticContinuum(a.u.)
     -186.2708303831         0.0453873048         0.0108544583         0.0000000000         0.0000000000
     -186.1708303831         0.0454357788         0.0108781500         0.0000000000         0.0000000000
     -186.0708303831         0.0454843306         0.0109018964         0.0000000000         0.0000000000
     -185.9708303831         0.0455329606         0.0109256976         0.0000000000         0.0000000000
     -185.8708303831         0.0455816687         0.0109495538         0.0000000000         0.0000000000
     -185.7708303831         0.0456304553         0.0109734652         0.0000000000         0.0000000000
     -185.6708303831         0.0456793204         0.0109974319         0.0000000000         0.0000000000
     -185.5708303831         0.0457282642         0.0110214542         0.0000000000         0.0000000000
     -185.4708303831         0.0457772869         0.0110455321         0.0000000000         0.0000000000
     -185.3708303831         0.0458263887         0.0110696659         0.0000000000         0.0000000000
     -185.2708303831         0.0458755698         0.0110938558         0.0000000000         0.0000000000
     -185.1708303831         0.0459248302         0.0111181018         0.0000000000         0.0000000000
     -185.0708303831         0.0459741703         0.0111424043         0.0000000000         0.0000000000
     -184.9708303831         0.0460235901         0.0111667633         0.0000000000         0.0000000000
     -184.8708303831         0.0460730898         0.0111911791         0.0000000000         0.0000000000
     -184.7708303831         0.0461226696         0.0112156518         0.0000000000         0.0000000000
     -184.6708303831         0.0461723297         0.0112401816         0.0000000000         0.0000000000
     -184.5708303831         0.0462220702         0.0112647687         0.0000000000         0.0000000000
     -184.4708303831         0.0462718914         0.0112894133         0.0000000000         0.0000000000
     -184.3708303831         0.0463217934         0.0113141155         0.0000000000         0.0000000000
     -184.2708303831         0.0463717763         0.0113388756         0.0000000000         0.0000000000
     -184.1708303831         0.0464218404         0.0113636937         0.0000000000         0.0000000000
     -184.0708303831         0.0464719858         0.0113885700         0.0000000000         0.0000000000
     -183.9708303831         0.0465222127         0.0114135047         0.0000000000         0.0000000000
     -183.8708303831         0.0465725212         0.0114384980         0.0000000000         0.0000000000
     -183.7708303831         0.0466229117         0.0114635500         0.0000000000         0.0000000000
     -183.6708303831         0.0466733841         0.0114886610         0.0000000000         0.0000000000
     -183.5708303831         0.0467239388         0.0115138312         0.0000000000         0.0000000000
     -183.4708303831         0.0467745759         0.0115390607         0.0000000000         0.0000000000
     -183.3708303831         0.0468252955         0.0115643497         0.0000000000         0.0000000000
     -183.2708303831         0.0468760979         0.0115896985         0.0000000000         0.0000000000
     -183.1708303831         0.0469269832         0.0116151072         0.0000000000         0.0000000000
     -183.0708303831         0.0469779516         0.0116405760         0.0000000000         0.0000000000
     -182.9708303831         0.0470290033         0.0116661051         0.0000000000         0.0000000000
     -182.8708303831         0.0470801385         0.0116916948         0.0000000000         0.0000000000
     -182.7708303831         0.0471313574         0.0117173451         0.0000000000         0.0000000000
     -182.6708303831         0.0471826601         0.0117430564         0.0000000000         0.0000000000
     -182.5708303831         0.0472340468         0.0117688288         0.0000000000         0.0000000000
     -182.4708303831         0.0472855177         0.0117946625         0.0000000000         0.0000000000
     -182.3708303831         0.0473370730         0.0118205577         0.0000000000         0.0000000000
     -182.2708303831         0.0473887129         0.0118465146         0.0000000000         0.0000000000
     -182.1708303831         0.0474404376         0.0118725334         0.0000000000         0.0000000000
     -182.0708303831         0.0474922472         0.0118986144         0.0000000000         0.0000000000
     -181.9708303831         0.0475441419         0.0119247577         0.0000000000         0.0000000000
     -181.8708303831         0.0475961220         0.0119509636         0.0000000000         0.0000000000
     -181.7708303831         0.0476481876         0.0119772322         0.0000000000         0.0000000000
     -181.6708303831         0.0477003389         0.0120035637         0.0000000000         0.0000000000
     -181.5708303831         0.0477525760         0.0120299585         0.0000000000         0.0000000000
     -181.4708303831         0.0478048993         0.0120564166         0.0000000000         0.0000000000
     -181.3708303831         0.0478573088         0.0120829383         0.0000000000         0.0000000000
     -181.2708303831         0.0479098048         0.0121095239         0.0000000000         0.0000000000
     -181.1708303831         0.0479623874         0.0121361734         0.0000000000         0.0000000000
     -181.0708303831         0.0480150568         0.0121628873         0.0000000000         0.0000000000
     -180.9708303831         0.0480678133         0.0121896655         0.0000000000         0.0000000000
     -180.8708303831         0.0481206570         0.0122165085         0.0000000000         0.0000000000
     -180.7708303831         0.0481735881         0.0122434163         0.0000000000         0.0000000000
     -180.6708303831         0.0482266069         0.0122703893         0.0000000000         0.0000000000
     -180.5708303831         0.0482797134         0.0122974276         0.0000000000         0.0000000000
     -180.4708303831         0.0483329080         0.0123245315         0.0000000000         0.0000000000
     -180.3708303831         0.0483861907         0.0123517011         0.0000000000         0.0000000000
     -180.2708303831         0.0484395618         0.0123789368         0.0000000000         0.0000000000
     -180.1708303831         0.0484930215         0.0124062387         0.0000000000         0.0000000000
     -180.0708303831         0.0485465700         0.0124336071         0.0000000000         0.0000000000
     -179.9708303831         0.0486002075         0.0124610422         0.0000000000         0.0000000000
