# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -294.0568588439      -0.0806830758       0.1247499386
   -282.6568588443      -0.2766666024       0.1182261845
   -271.2568588447      -0.3437516161       0.1146689157
   -259.8568588452      -0.0772360744       0.1181863243
   -248.4568588456      -0.2208443141       0.1133108604
   -237.0568588440      -0.1584116003       0.1127161310
   -225.6568588444      -0.0864320484       0.1123485026
   -214.2568588449      -0.0865183394       0.1106323728
   -202.8568588453      -0.0374547340       0.1099119682
   -191.4568588457       0.0325320411       0.1096061220
   -180.0568588441      -0.0895572658       0.1058883036
   -168.6568588446      -0.0027810422       0.1060031986
   -157.2568588450      -0.1710122390       0.1029939551
   -145.8568588454      -0.0113075266       0.1044684586
   -134.4568588438       0.0480677490       0.1041543159
   -123.0568588443       0.0934748733       0.1036108251
   -111.6568588447       0.2245564836       0.1044861616
   -100.2568588451       0.2566376805       0.1037444544
    -88.8568588456       0.5240919221       0.1079167262
    -77.4568588440       0.5462966243       0.1057600790
    -66.0568588444       1.0406460295       0.1116239502
    -54.6568588448       1.4714747110       0.1161389064
    -43.2568588453       2.7218072536       0.1299632425
    -31.8568588457       4.8501501002       0.1506220996
    -20.4568588441       7.9204143422       0.1758092269
     -9.0568588445      11.5195168142       0.2006699686
      2.3431411550      13.2615429972       0.2102993739
     13.7431411546      11.7285898305       0.1981998208
     25.1431411542       8.8244348607       0.1776104077
     36.5431411558       5.9735757971       0.1547341390
     47.9431411553       3.6425953769       0.1318735338
     59.3431411549       2.9133268831       0.1256379262
     70.7431411545       2.3478024151       0.1194835295
     82.1431411561       2.1830408691       0.1176370598
     93.5431411556       2.1674572531       0.1174650345
    104.9431411552       1.9434235249       0.1160267471
    116.3431411548       1.8943227994       0.1143406036
    127.7431411543       1.6191528062       0.1110794419
    139.1431411559       1.7149266430       0.1122204702
    150.5431411555       1.7022468186       0.1120775132
    161.9431411551       1.6274483442       0.1111825268
    173.3431411546       1.3901262752       0.1082992481
    184.7431411542       1.2945763006       0.1071220430
    196.1431411558       1.2582413172       0.1066813550
    207.5431411554       1.0954706095       0.1046259027
    218.9431411549       1.0636939724       0.1042230317
    230.3431411545       0.9493743608       0.1027546551
    241.7431411561       0.8832887362       0.1019011711
    253.1431411557       0.8406503970       0.1013421090
    264.5431411552       0.7446873240       0.0991215106
    275.9431411548       0.7501581942       0.1001467910
    287.3431411544       0.5946265272       0.0990039890
    298.7431411560       0.9153733471       0.1023212288
    310.1431411555       0.6612445640       0.0989435675
    321.5431411551       0.6939242952       0.0993921361
    332.9431411547       0.6174443496       0.0993314896
    344.3431411542       0.6432569937       0.1006871055
    355.7431411558       0.5618869134       0.1005728356
    367.1431411554       0.7531434158       0.1043221355
    378.5431411550       0.6705975318       0.1042664846
    389.9431411545       1.0074772340       0.1101214559
    401.3431411561       0.7316164888       0.1074385730
    412.7431411557       0.7221542452       0.1085233758
    424.1431411553       1.0127446978       0.1153395187
    435.5431411548       1.4064059156       0.1208530597
    446.9431411544       1.0595546058       0.1146209354
    458.3431411560       1.0035268551       0.1165764080
    469.7431411556       1.2869478636       0.1221148246
    481.1431411551       1.5641037187       0.1275986472
    492.5431411547       1.8892677671       0.1337918902
    503.9431411543       1.8485080740       0.1350215886
    515.3431411559       1.8316300579       0.1366328978
    526.7431411554       2.2848971881       0.1449416636
    538.1431411550       2.4075431709       0.1487527199
    549.5431411546       2.4327931963       0.1513481051
    560.9431411562       2.5548778229       0.1554130892
    572.3431411557       2.7711113535       0.1609587302
    583.7431411553       2.8718905920       0.1650575418
    595.1431411549       2.9270832999       0.1686868123
    606.5431411544       3.3525511240       0.1746774721
    617.9431411560       3.2346815093       0.1793374837
