# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -291.8695619093      -0.1263511713       0.2683411088
   -280.4695619098       0.3097883834       0.2836879809
   -269.0695619102      -0.0486804294       0.2622525735
   -257.6695619106       0.5454106582       0.2838005771
   -246.2695619111      -0.4196987454       0.2358520925
   -234.8695619095      -0.4981567692       0.2281953734
   -223.4695619099      -0.4197895796       0.2283542236
   -212.0695619103      -0.3884853625       0.2263156612
   -200.6695619108       0.1487861734       0.2462192453
   -189.2695619112      -0.5082262690       0.2143316122
   -177.8695619096      -0.1692823035       0.2262273586
   -166.4695619100       0.1505000219       0.2361402024
   -155.0695619105       0.3930808396       0.2455377113
   -143.6695619109      -0.0554228211       0.2248338151
   -132.2695619093       0.0330749284       0.2254522333
   -120.8695619097       0.1163923182       0.2258105301
   -109.4695619102       0.2795824746       0.2290962582
    -98.0695619106       0.1062640908       0.2199497889
    -86.6695619110      -0.1568265827       0.2098853637
    -75.2695619094      -0.0914429923       0.2075040478
    -63.8695619099       0.1992996044       0.2157422913
    -52.4695619103       0.5370934022       0.2249037952
    -41.0695619107       0.9924670174       0.2370048506
    -29.6695619112       2.7941955746       0.2843912309
    -18.2695619096       4.3539885002       0.3180868702
     -6.8695619100       5.6026371117       0.3411304246
      4.5304380896       6.8443633971       0.3617894884
     15.9304380891       7.9751624511       0.3787147400
     27.3304380887       5.3247716958       0.3290927670
     38.7304380903       2.8710614457       0.2752412950
     50.1304380899       1.1896114734       0.2290354044
     61.5304380894       1.0840181557       0.2282592684
     72.9304380890       0.5807006913       0.2131568473
     84.3304380906       0.8612890926       0.2217764642
     95.7304380902       1.1953000657       0.2316187665
    107.1304380897       1.2764796873       0.2362824139
    118.5304380893       1.1967524980       0.2317022065
    129.9304380889       2.0489967912       0.2550189527
    141.3304380905       2.6746305469       0.2708554968
    152.7304380900       3.0984340024       0.2810255429
    164.1304380896       3.9896229085       0.3013790784
    175.5304380892       4.6800024577       0.3162201005
    186.9304380887       4.6646776060       0.3158550207
    198.3304380903       4.1962225920       0.3057689616
    209.7304380899       3.8100226372       0.2972398974
    221.1304380895       3.0382705568       0.2794326044
    232.5304380890       3.4101134836       0.2881331117
    243.9304380906       2.5982740204       0.2687304764
    255.3304380902       2.6511746465       0.2700290214
    266.7304380898       2.4038882052       0.2613649888
    278.1304380893       2.2119443293       0.2589778586
    289.5304380889       1.8365795020       0.2515881793
    300.9304380905       1.7739072635       0.2474976716
    312.3304380901       1.6142952987       0.2431709313
    323.7304380896       1.5880551431       0.2424621295
    335.1304380892       2.0820245268       0.2581536728
    346.5304380888       1.2272111050       0.2369983172
    357.9304380904       1.5083822577       0.2475705650
    369.3304380899       1.4123399543       0.2473749025
    380.7304380895       1.5620488774       0.2543725401
    392.1304380891       1.1319450565       0.2442386646
    403.5304380907       1.1586911513       0.2477689750
    414.9304380902       1.5951536053       0.2638989598
    426.3304380898       0.9160916688       0.2485190388
    437.7304380894       1.3925133587       0.2637963302
    449.1304380889       1.5506970654       0.2655230380
    460.5304380905       1.0237223626       0.2550882636
    471.9304380901       1.2411282078       0.2654286136
    483.3304380897       1.9103206880       0.2899559949
    494.7304380892       1.4727007182       0.2799102966
    506.1304380888       2.2070451430       0.3069381629
    517.5304380904       2.2129950578       0.3113629549
    528.9304380900       2.4750355585       0.3238478147
    540.3304380895       2.6543680065       0.3341613655
    551.7304380891       3.1381618009       0.3539062607
    563.1304380907       3.3069509380       0.3645445802
    574.5304380903       3.9322766368       0.3888539622
    585.9304380898       3.8835115570       0.3939319158
    597.3304380894       4.1645197666       0.4090018110
    608.7304380890       4.6924748459       0.4242076199
    620.1304380906       4.4303475877       0.4319670832
