# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -257.4744873349      -0.4763209921       0.2732842756
   -247.4744873353      -0.4054207568       0.2714932543
   -237.4744873357      -0.4612699240       0.2640412988
   -227.4744873361       0.2614009008       0.2903065327
   -217.4744873365      -0.4256470852       0.2566661063
   -207.4744873351      -0.2340885527       0.2606800459
   -197.4744873354      -0.3939467150       0.2498902600
   -187.4744873358      -0.5643804507       0.2388693073
   -177.4744873362      -0.1640574145       0.2518285014
   -167.4744873366      -0.4098220723       0.2383900998
   -157.4744873352      -0.4318634449       0.2342594322
   -147.4744873356       0.1014185585       0.2515666112
   -137.4744873359      -0.1535620697       0.2421624322
   -127.4744873363       0.1434021648       0.2499844348
   -117.4744873349       0.3582423724       0.2544778892
   -107.4744873353       0.4443592654       0.2544330404
    -97.4744873357       0.6762630910       0.2591107952
    -87.4744873361       0.9959900109       0.2662150515
    -77.4744873364       1.2202554689       0.2733678670
    -67.4744873350       2.5911478334       0.3049284956
    -57.4744873354       3.2859005712       0.3190225869
    -47.4744873358       4.8740147076       0.3517224738
    -37.4744873362       7.6257280312       0.4027219196
    -27.4744873366      12.4654042629       0.4790733607
    -17.4744873352      16.7077298298       0.5347539057
     -7.4744873355      19.4376676171       0.5651316152
      2.5255126641      20.7998814907       0.5771322487
     12.5255126637      24.8937818256       0.6189850414
     22.5255126633      23.5755917183       0.6054116966
     32.5255126647      18.5523802169       0.5472178526
     42.5255126644      13.4852045361       0.4761631936
     52.5255126640      11.3993974530       0.4511193105
     62.5255126636      10.4354332533       0.4372572800
     72.5255126650       9.0850176538       0.4163693100
     82.5255126646       8.5308699065       0.4082505135
     92.5255126642       6.5899192298       0.3776255544
    102.5255126639       6.8040081062       0.3795025836
    112.5255126635       6.3290135371       0.3717560743
    122.5255126649       5.6370341801       0.3595249688
    132.5255126645       4.7331181259       0.3422387650
    142.5255126641       4.7518303450       0.3439639464
    152.5255126637       4.3143738266       0.3358522090
    162.5255126634       3.1862554639       0.3113344850
    172.5255126648       3.6389798148       0.3235032101
    182.5255126644       3.1418885043       0.3131720813
    192.5255126640       2.9727460046       0.3104890104
    202.5255126636       2.0403871954       0.2878557716
    212.5255126650       2.7337887360       0.3074205667
    222.5255126646       1.9785289013       0.2891463553
    232.5255126643       2.3313240858       0.2967074144
    242.5255126639       2.0683346655       0.2944756191
    252.5255126635       1.7368066154       0.2891489685
    262.5255126649       1.4012474797       0.2787615321
    272.5255126645       1.7697462348       0.2910289319
    282.5255126641       2.2810892193       0.3069973779
    292.5255126638       1.4228045914       0.2860546753
    302.5255126634       1.2642067169       0.2848891374
    312.5255126648       1.1501805001       0.2850347732
    322.5255126644       0.9527215541       0.2823608392
    332.5255126640       1.1665152578       0.2932872138
    342.5255126637       1.7218272438       0.3150926743
    352.5255126651       1.4282504208       0.3103609333
    362.5255126647       1.4197047923       0.3145232804
    372.5255126643       1.2746329126       0.3169610713
    382.5255126639       1.8725986916       0.3393470184
    392.5255126635       1.3274258822       0.3190867962
    402.5255126649       0.9378346803       0.3145915404
    412.5255126646       2.0362981527       0.3585169747
    422.5255126642       2.0221329927       0.3641319994
    432.5255126638       1.3873555267       0.3477306569
    442.5255126634       1.9010384144       0.3726599042
    452.5255126648       1.9508919771       0.3810789316
    462.5255126644       1.8945563015       0.3861728064
    472.5255126641       2.4817993399       0.4150922809
    482.5255126637       1.7906907561       0.3974032998
    492.5255126651       2.8298163938       0.4445098377
    502.5255126647       2.7558479550       0.4510754523
    512.5255126643       3.2980830046       0.4808148692
    522.5255126639       2.9612710094       0.4782779001
    532.5255126636       2.6142514106       0.4669846323
    542.5255126650       3.1839529455       0.5086146463
