# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -355.1501157223      -0.0423151398       0.2624809634
   -349.4501157226       0.3682498543       0.3049209144
   -343.7501157228       0.3094428321       0.2936034977
   -338.0501157230       0.5921574755       0.3196693939
   -332.3501157232       0.5261755731       0.3080053312
   -326.6501157234      -0.3439936297       0.2180430160
   -320.9501157236       0.0367910119       0.2612595333
   -315.2501157239       0.2042688247       0.2733627505
   -309.5501157241      -0.3751553374       0.2102525891
   -303.8501157243       0.0553915246       0.2543114436
   -298.1501157225      -0.3527244169       0.2094152697
   -292.4501157227      -0.2320532056       0.2200542421
   -286.7501157229       0.2102740859       0.2648832172
   -281.0501157231       0.1653503459       0.2565410882
   -275.3501157233       0.1650260940       0.2564808761
   -269.6501157236       0.4462878847       0.2770755964
   -263.9501157238      -0.0621640868       0.2308003213
   -258.2501157240      -0.1855412714       0.2149000475
   -252.5501157242       0.3070277945       0.2612255281
   -246.8501157224       0.0889583976       0.2382819684
   -241.1501157226      -0.1401073813       0.2196494832
   -235.4501157228      -0.0744029032       0.2197323515
   -229.7501157230       0.0533447781       0.2317798408
   -224.0501157233      -0.4546793060       0.1794840628
   -218.3501157235       0.2669954832       0.2471935295
   -212.6501157237      -0.2285099907       0.2016043761
   -206.9501157239       0.5891007742       0.2691132360
   -201.2501157241       0.3079359688       0.2472419376
   -195.5501157223      -0.0048445455       0.2175597007
   -189.8501157225       0.1901981340       0.2343939713
   -184.1501157227      -0.2638305984       0.1904670190
   -178.4501157230      -0.2260852335       0.1941707533
   -172.7501157232      -0.4358847746       0.1702712559
   -167.0501157234       0.0840825870       0.2197820733
   -161.3501157236      -0.4548589838       0.1661307440
   -155.6501157238       0.3436076503       0.2378632050
   -149.9501157240       0.0584131431       0.2124298061
   -144.2501157243       0.3420112507       0.2349040128
   -138.5501157224      -0.2252022889       0.1872744805
   -132.8501157227       0.2727162364       0.2270523657
   -127.1501157229      -0.2475000215       0.1830606051
   -121.4501157231      -0.2120909505       0.1864519990
   -115.7501157233       0.0025358503       0.2031169240
   -110.0501157235      -0.1897157337       0.1843558551
   -104.3501157237       0.5053586712       0.2387324757
    -98.6501157240      -0.2439514471       0.1775012245
    -92.9501157242       0.3710451960       0.2267444128
    -87.2501157224      -0.0424173059       0.1929630463
    -81.5501157226      -0.1059196580       0.1876658322
    -75.8501157228      -0.0977263191       0.1864065624
    -70.1501157230      -0.1593939249       0.1812348631
    -64.4501157232      -0.0289559968       0.1901056969
    -58.7501157234       0.3667489588       0.2195107671
    -53.0501157237       0.1526296181       0.2040479576
    -47.3501157239      -0.0224288963       0.1887463603
    -41.6501157241       0.0659318418       0.1955180412
    -35.9501157243       0.3635558308       0.2149728706
    -30.2501157225       0.4517153075       0.2209162354
    -24.5501157227       0.5054750668       0.2222628664
    -18.8501157229       0.9014491396       0.2513146443
    -13.1501157231       1.5384013499       0.2811368216
     -7.4501157234       2.1459237368       0.3135164560
     -1.7501157236       3.0512549698       0.3531742470
      3.9498842762       2.2329854586       0.3175201004
      9.6498842760       2.3211013145       0.3215697280
     15.3498842758       1.0491901789       0.2548724483
     21.0498842776       1.3550430562       0.2740917737
     26.7498842774       0.5383021465       0.2265008242
     32.4498842772       0.5065640494       0.2242803091
     38.1498842769       0.2149289677       0.2044420945
     43.8498842767       0.1565552684       0.2002319314
     49.5498842765       0.1570025292       0.2002971711
     55.2498842763       0.1855284173       0.2023171181
     60.9498842761      -0.1063627222       0.1800338152
     66.6498842759       0.0691917135       0.1937749200
     72.3498842777       0.0100015563       0.1892017143
     78.0498842775       0.5059912034       0.2242057310
     83.7498842772      -0.1651990670       0.1751611044
     89.4498842770       0.3014603657       0.2104568682
     95.1498842768       0.5933415274       0.2298076469
    100.8498842766       0.2431509516       0.2063785391
    106.5498842764       0.0383041575       0.1913048588
    112.2498842762       0.5344499980       0.2260035140
    117.9498842759       0.7081429665       0.2368660221
    123.6498842757       0.7371804700       0.2386392154
    129.3498842775       1.7565268034       0.2943404172
    135.0498842773       1.4355336552       0.2779736219
    140.7498842771       1.7271638474       0.2928722356
    146.4498842769       2.5402157871       0.3307309479
    152.1498842767       2.8045569946       0.3422666447
    157.8498842765       2.8589463051       0.3444098244
    163.5498842762       3.7284986535       0.3759358688
    169.2498842760       3.8510122727       0.3841417703
