# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -296.6103758975      -0.2821408716       0.2758545855
   -285.2103758980       0.1387483005       0.2912395145
   -273.8103758984      -0.1807835952       0.2709941162
   -262.4103758988      -0.0739126377       0.2713219927
   -251.0103758993      -0.2951348840       0.2562859528
   -239.6103758977       0.0715103338       0.2689082116
   -228.2103758981      -0.2776565970       0.2489847814
   -216.8103758985      -0.0514995493       0.2550638534
   -205.4103758990      -0.0314468006       0.2520507833
   -194.0103758994      -0.0533920343       0.2474546037
   -182.6103758978      -0.1582102301       0.2394268426
   -171.2103758982      -0.0597323323       0.2401040135
   -159.8103758987       0.0771606342       0.2456147927
   -148.4103758991      -0.0824751938       0.2358338997
   -137.0103758975       0.0462203036       0.2377775664
   -125.6103758979       0.4594495805       0.2501794917
   -114.2103758984      -0.1460743781       0.2240183893
   -102.8103758988      -0.1655856894       0.2204014986
    -91.4103758992       0.2273553446       0.2351359089
    -80.0103758976       0.0952522911       0.2248167054
    -68.6103758981       0.2799674143       0.2287259261
    -57.2103758985       1.0059100911       0.2500160598
    -45.8103758989       1.9923976158       0.2761618607
    -34.4103758994       3.2784589195       0.3063970283
    -23.0103758978       5.4624808076       0.3519999588
    -11.6103758982       7.7587576642       0.3928384369
     -0.2103758986       8.8329490189       0.4077550837
     11.1896241009       8.9363606687       0.4053257832
     22.5896241005       8.8539766563       0.4036925430
     33.9896241021       5.2680794836       0.3369144226
     45.3896241017       2.8557481442       0.2806568168
     56.7896241012       2.4919295175       0.2741684820
     68.1896241008       1.9750031462       0.2606687575
     79.5896241024       2.1890343957       0.2661001414
     90.9896241020       1.5004099875       0.2476395659
    102.3896241015       2.3425956797       0.2725734368
    113.7896241011       2.1716474730       0.2652034793
    125.1896241007       2.0139179648       0.2609140931
    136.5896241023       2.0631055512       0.2620566747
    147.9896241018       2.2740955614       0.2673066059
    159.3896241014       1.9535224812       0.2588186821
    170.7896241010       2.4627602435       0.2716799515
    182.1896241005       2.5362113237       0.2733103079
    193.5896241021       2.7190671911       0.2776389829
    204.9896241017       2.5048128169       0.2720873157
    216.3896241013       3.1178619467       0.2867057200
    227.7896241008       2.6370057261       0.2749471980
    239.1896241024       2.5580489668       0.2727199208
    250.5896241020       2.1703067336       0.2627002643
    261.9896241016       2.1843323929       0.2603754642
    273.3896241011       1.9372775323       0.2562015863
    284.7896241007       1.6030506005       0.2495261230
    296.1896241023       1.9298268526       0.2554648560
    307.5896241019       1.2423555462       0.2366365691
    318.9896241014       1.6590148930       0.2478303855
    330.3896241010       1.5815778749       0.2479859373
    341.7896241006       1.5972073246       0.2507041004
    353.1896241022       1.2766112024       0.2440096262
    364.5896241017       1.1306532200       0.2421034181
    375.9896241013       1.7076692968       0.2611288571
    387.3896241009       1.1785294277       0.2484161771
    398.7896241025       1.6311404360       0.2643767985
    410.1896241020       1.8078332934       0.2722901124
    421.5896241016       1.5262707257       0.2702051230
    432.9896241012       1.8313440531       0.2791212079
    444.3896241007       1.5405142480       0.2672294907
    455.7896241023       1.3103027858       0.2665322323
    467.1896241019       2.4677974220       0.3040290066
    478.5896241015       1.6458914224       0.2836034822
    489.9896241010       1.6408666953       0.2871122423
    501.3896241006       1.8380246766       0.2970925769
    512.7896241022       2.2723184792       0.3144636756
    524.1896241018       2.7333623003       0.3326757631
    535.5896241013       2.9210003102       0.3430361345
    546.9896241009       3.2434588399       0.3575926452
    558.3896241025       2.6105131324       0.3441609030
    569.7896241021       3.4500888276       0.3751145964
    581.1896241016       2.8731257309       0.3638293389
    592.5896241012       2.7713496116       0.3668549599
    603.9896241008       3.1238732266       0.3779779934
    615.3896241024       3.5771468173       0.4060888282
