# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -332.5721610628      -0.0309323176       0.0551340700
   -327.5794646655       0.0444632828       0.0591359966
   -321.8794646657       0.0381299396       0.0574433394
   -316.1794646660      -0.0398353874       0.0456559894
   -310.4794646662       0.0303079380       0.0553528215
   -304.7794646664       0.0873182859       0.0622540679
   -299.0794646666      -0.1034405076       0.0328088630
   -293.3794646668       0.0231362713       0.0534361130
   -287.6794646670      -0.0210915477       0.0469488765
   -281.9794646673      -0.0664369083       0.0390204316
   -276.2794646660       0.0422033135       0.0547516672
   -270.5794646657      -0.0300365626       0.0442518531
   -264.8794646659       0.0880193121       0.0592161487
   -259.1794646661      -0.0346584473       0.0428583024
   -253.4794646663       0.0541179991       0.0544286853
   -247.7794646665      -0.0516080164       0.0395902424
   -242.0794646667      -0.0027233682       0.0465248336
   -236.3794646670      -0.0067419184       0.0454508309
   -230.6794646672      -0.0199561295       0.0435015935
   -224.9794646659       0.0001036686       0.0456771972
   -219.2794646656       0.0148247388       0.0479070236
   -213.5794646658       0.0424915845       0.0503097096
   -207.8794646660       0.0054742321       0.0455693969
   -202.1794646662       0.0053306881       0.0455335109
   -196.4794646664      -0.0206669865       0.0417291999
   -190.7794646667      -0.0216887941       0.0414561103
   -185.0794646669      -0.0356850660       0.0391391714
   -179.3794646671      -0.0042456627       0.0431394232
   -173.6794646658      -0.0498984494       0.0366342908
   -167.9794646655       0.0124110691       0.0445982676
   -162.2794646657       0.0086748815       0.0437176397
   -156.5794646659       0.0486297075       0.0480624905
   -150.8794646661      -0.0461119588       0.0362472717
   -145.1794646664       0.0531042492       0.0479390495
   -139.4794646666      -0.0099930979       0.0404574301
   -133.7794646668      -0.0304589852       0.0377859539
   -128.0794646670      -0.0618348443       0.0331885504
   -122.3794646672       0.0518847693       0.0466807680
   -116.6794646659       0.0422348428       0.0456726216
   -110.9794646656      -0.0082872243       0.0397196330
   -105.2794646658       0.0186350452       0.0426481555
    -99.5794646661      -0.0185517373       0.0383816551
    -93.8794646663      -0.0029762948       0.0398786627
    -88.1794646665      -0.0336104662       0.0357982223
    -82.4794646667      -0.0521570350       0.0333131304
    -76.7794646669       0.0420465205       0.0437699752
    -71.0794646671      -0.0635593309       0.0314082413
    -65.3794646658       0.0460408000       0.0437033345
    -59.6794646655      -0.0574158068       0.0319076645
    -53.9794646658       0.0666226850       0.0452030809
    -48.2794646660      -0.0348076706       0.0344390122
    -42.5794646662       0.0452303300       0.0427304027
    -36.8794646664       0.0605691476       0.0440789672
    -31.1794646666       0.0604478138       0.0440564361
    -25.4794646668       0.1859779290       0.0540802409
    -19.7794646671       0.1840944659       0.0537994708
    -14.0794646673       0.3369147109       0.0637188840
     -8.3794646660       0.5388890483       0.0750249495
     -2.6794646657       0.4820397789       0.0714615714
      3.0205353341       0.6334712570       0.0802291417
      8.7205353339       0.5781595606       0.0766548702
     14.4205353337       0.7231218615       0.0839184592
     20.1205353335       0.6010227976       0.0781744698
     25.8205353332       0.5070181446       0.0733133602
     31.5205353330       0.4280449546       0.0689288621
     37.2205353328       0.2801213319       0.0594865275
     42.9205353341       0.1906306066       0.0535957518
     48.6205353344       0.2551204638       0.0582405959
     54.3205353342       0.2157039008       0.0555089085
     60.0205353340       0.1844269686       0.0532605056
     65.7205353338       0.2703706390       0.0592296425
     71.4205353335       0.4432844307       0.0697653266
     77.1205353333       0.5528761987       0.0756642450
     82.8205353331       0.9766805283       0.0951377473
     88.5205353329       1.5410553974       0.1160821370
     94.2205353342       1.6277000416       0.1189854304
