# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -331.1748165631       0.0133992342       0.0715775927
   -325.4748165633      -0.0823408292       0.0573595883
   -319.7748165635      -0.0149997483       0.0664031177
   -314.0748165637      -0.0151844470       0.0663518915
   -308.3748165640      -0.0412083254       0.0615487917
   -302.6748165642      -0.0237663169       0.0639717091
   -296.9748165644      -0.0057744544       0.0664532088
   -291.2748165646       0.0711498705       0.0746907576
   -285.5748165648      -0.0659100823       0.0568377564
   -279.8748165650      -0.0721900768       0.0549442668
   -274.1748165632      -0.0556899805       0.0573682979
   -268.4748165634      -0.0140124570       0.0620728559
   -262.7748165637       0.0821504066       0.0734455955
   -257.0748165639      -0.0681127420       0.0537821556
   -251.3748165641      -0.0060494721       0.0620925305
   -245.6748165643       0.1370479101       0.0767730939
   -239.9748165645      -0.0738326452       0.0521309618
   -234.2748165647       0.1108593685       0.0730557925
   -228.5748165650      -0.1668063809       0.0357679445
   -222.8748165632       0.0153497583       0.0618893340
   -217.1748165634       0.0084214881       0.0619522372
   -211.4748165636      -0.0060510649       0.0585410238
   -205.7748165638      -0.0061665461       0.0585138046
   -200.0748165640       0.0490514098       0.0647002354
   -194.3748165642      -0.0128032945       0.0569495080
   -188.6748165644       0.0139600491       0.0600115126
   -182.9748165647      -0.0192081136       0.0554398776
   -177.2748165649       0.0722749620       0.0653389112
   -171.5748165631      -0.0252660156       0.0540120164
   -165.8748165633      -0.0125124949       0.0554972947
   -160.1748165635       0.0683704059       0.0633043273
   -154.4748165637      -0.0558426886       0.0496442264
   -148.7748165639       0.1088701519       0.0663273296
   -143.0748165641      -0.0486255230       0.0499123937
   -137.3748165644       0.1476133561       0.0689480821
   -131.6748165646      -0.0771845756       0.0457618850
   -125.9748165648       0.0457833766       0.0588746464
   -120.2748165650      -0.0697362967       0.0461708243
   -114.5748165632      -0.0697739544       0.0461614099
   -108.8748165634      -0.0287758882       0.0504554665
   -103.1748165636      -0.0739772552       0.0451105847
    -97.4748165638      -0.0739359560       0.0451209095
    -91.7748165641      -0.0338306366       0.0493251904
    -86.0748165643       0.0152715045       0.0539382197
    -80.3748165645       0.1447258757       0.0656191110
    -74.6748165647      -0.0009860609       0.0517319033
    -68.9748165649       0.0306125990       0.0548544711
    -63.2748165631      -0.0166557953       0.0495771792
    -57.5748165633       0.0866352270       0.0593700238
    -51.8748165636      -0.0822227623       0.0417638662
    -46.1748165638       0.0695425349       0.0572689546
    -40.4748165640       0.0135423475       0.0515692997
    -34.7748165642       0.0730863756       0.0570114715
    -29.0748165644       0.2713674004       0.0722223981
    -23.3748165646       0.3683435273       0.0778453902
    -17.6748165648       0.3485906610       0.0765823790
    -11.9748165651       0.8714696346       0.1036465047
     -6.2748165633       0.7855497374       0.0996109962
     -0.5748165635       1.2340880818       0.1180463373
      5.1251834363       1.1853755476       0.1183504316
     10.8251834361       0.8596215192       0.1021239814
     16.5251834359       1.1956292083       0.1176144887
     22.2251834357       0.7853492541       0.0995917933
     27.9251834355       0.8234544695       0.1013978625
     33.6251834352       0.6136142840       0.0909946752
     39.3251834350       0.4286647857       0.0799489794
     45.0251834368       0.3465244852       0.0757118374
     50.7251834366       0.2700602972       0.0707208541
     56.4251834364       0.1651000053       0.0632449592
     62.1251834362       0.2605352143       0.0700764734
     67.8251834360       0.2412991256       0.0687438178
     73.5251834358       0.4607350688       0.0825789474
     79.2251834355       0.4509324588       0.0819955106
     84.9251834353       0.6418485449       0.0924430001
     90.6251834351       1.3661386778       0.1242911457
     96.3251834369       1.5850910753       0.1324108754
    102.0251834367       2.0520537408       0.1482657214
    107.7251834365       1.8906191783       0.1430025848
    113.4251834363       1.7182705086       0.1371114403
    119.1251834361       1.2418442031       0.1194148512
    124.8251834358       0.9462807046       0.1069668843
    130.5251834356       0.5461971409       0.0873544474
    136.2251834354       0.4887895553       0.0841518651
    141.9251834352       0.5269298991       0.0862856169
    147.6251834350       0.5746828881       0.0888891164
    153.3251834368       0.5360614066       0.0867665621
    159.0251834366       0.5839694760       0.0893725752
    164.7251834364       0.6789488555       0.0942844514
    170.4251834361       0.5454710242       0.0872752216
    176.1251834359       0.7645962708       0.0985119819
    181.8251834357       0.5644449406       0.0883004337
    187.5251834355       0.5117162837       0.0846055542
    193.2251834353       0.4500974818       0.0818984465
    198.9251834351       0.3833304347       0.0779135667
    204.6251834369       0.3359261808       0.0749739884
    210.3251834367       0.3666530036       0.0776340747
    216.0251834364       0.3548545148       0.0761592636
    221.7251834362       0.1547788395       0.0624021761
    227.4251834360       0.2500398365       0.0692928319
    233.1251834358       0.3261923828       0.0743397460
    238.8251834356       0.2684695264       0.0698739979
    244.5251834354       0.2405019523       0.0686332697
    250.2251834351       0.3641444935       0.0767234324
    255.9251834369       0.3374749276       0.0757843278
    261.6251834367       0.2213891196       0.0672895136
    267.3251834365       0.1833576019       0.0645467261
    273.0251834363       0.1642937071       0.0631234052
    278.7251834361       0.1548201784       0.0624084802
    284.4251834359       0.1142638066       0.0598083452
    290.1251834357       0.1434459938       0.0621361656
    295.8251834354       0.1018337937       0.0593755646
    301.5251834352       0.1217339046       0.0610201551
    307.2251834350       0.1373102059       0.0635469649
    312.9251834368       0.1697552799       0.0654516040
    318.6251834366       0.1580060107       0.0652102138
    324.3251834364       0.0651804117       0.0574018556
    330.0251834362       0.0404012508       0.0557159026
    335.7251834360       0.0298288867       0.0547036456
    341.4251834357       0.0719780850       0.0586227537
    347.1251834355       0.0037428318       0.0526971845
    352.8251834353       0.0403880497       0.0557134079
    358.5251834351       0.0534590591       0.0581835964
    364.2251834369       0.0315137732       0.0560761469
    369.9251834367       0.1616877508       0.0684076261
    375.6251834365       0.2179258916       0.0728844908
    381.3251834363       0.0907675047       0.0630222535
    387.0251834360       0.1023852768       0.0640840466
    392.7251834358       0.1696436931       0.0706772145
    398.4251834356       0.1697914145       0.0707018348
    404.1251834354       0.1343522877       0.0676764979
    409.8251834352       0.2526211899       0.0782380915
    415.5251834350       0.1166835587       0.0677538560
    421.2251834368       0.1785872097       0.0731915085
    426.9251834365       0.1389340066       0.0706483922
    432.6251834363       0.2910932358       0.0831899267
    438.3251834361       0.1643126137       0.0728919212
    444.0251834359       0.1752367285       0.0747935655
    449.7251834357       0.1896122510       0.0750550806
    455.4251834355       0.2937955724       0.0856168249
    461.1251834353       0.1065761342       0.0694736603
    466.8251834350       0.2952527949       0.0869108358
    472.5251834368       0.1854052884       0.0777507892
    478.2251834366       0.3532995959       0.0926763076
    483.9251834364       0.2969185224       0.0882847547
    489.6251834362       0.4729429510       0.1028645976
    495.3251834360       0.3423891932       0.0932058734
    501.0251834358       0.3000608892       0.0911560299
    506.7251834356       0.6754631030       0.1180952206
    512.4251834353       0.4722261505       0.1059921754
    518.1251834351       0.5650848039       0.1125675863
    523.8251834369       0.5115786704       0.1105623261
    529.5251834367       0.5277929750       0.1117446527
    535.2251834365       0.3998981814       0.1021872685
    540.9251834363       0.8010654115       0.1319356257
    546.6251834361       0.6855909471       0.1245074378
    552.3251834359       0.6840480175       0.1265429469
    558.0251834356       0.5473039479       0.1169433976
    563.7251834354       0.8588450294       0.1402581589
    569.4251834352       0.8412320970       0.1391479039
    575.1251834350       1.0099193483       0.1522085222
    580.8251834368       0.6802863114       0.1308850064
