# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -291.2254644690      -0.2555897763       0.2649956506
   -279.8254644695      -0.2502325119       0.2603270199
   -268.4254644699      -0.1458905729       0.2606741546
   -257.0254644703       0.1660561705       0.2703197965
   -245.6254644708      -0.1670016319       0.2508806635
   -234.2254644692      -0.5232836460       0.2300956357
   -222.8254644696      -0.2937989528       0.2372062479
   -211.4254644700       0.1104545240       0.2510998712
   -200.0254644705      -0.5486936251       0.2185389905
   -188.6254644709       0.1365384384       0.2448641002
   -177.2254644693      -0.0245025431       0.2349361078
   -165.8254644697      -0.1958381962       0.2247020844
   -154.4254644702       0.2152325580       0.2411884473
   -143.0254644706       0.2425903928       0.2390303462
   -131.6254644690      -0.0152947405       0.2260359903
   -120.2254644694      -0.0008171655       0.2237468124
   -108.8254644699       0.0803303571       0.2240676707
    -97.4254644703       0.4875876441       0.2360590231
    -86.0254644707       0.6531275889       0.2417936455
    -74.6254644691       0.4758604287       0.2302401919
    -63.2254644696       0.1852316196       0.2176117462
    -51.8254644700       0.8257414050       0.2365709684
    -40.4254644704       1.0117254245       0.2398201153
    -29.0254644709       1.9112342223       0.2632300377
    -17.6254644693       3.9178425590       0.3101918178
     -6.2254644697       7.4510368753       0.3784415598
      5.1745355299       8.5113809400       0.3934631039
     16.5745355294       6.2020613684       0.3479846589
     27.9745355290       3.6717055295       0.2956262840
     39.3745355306       2.2334823811       0.2612321844
     50.7745355302       1.0003735843       0.2254943949
     62.1745355297       0.3962949630       0.2092459457
     73.5745355293       1.3951345371       0.2389273352
     84.9745355309       2.4603333654       0.2669632527
     96.3745355305       3.0599484416       0.2815299505
    107.7745355300       2.6748961780       0.2749424048
    119.1745355296       1.7552873326       0.2487776768
    130.5745355292       1.7415114697       0.2483963958
    141.9745355308       1.2752289678       0.2355605851
    153.3745355303       1.7144158691       0.2476566015
    164.7745355299       2.1397397982       0.2588183070
    176.1745355295       1.7266864866       0.2479582114
    187.5745355290       1.5007899102       0.2418296151
    198.9745355306       1.1157047917       0.2310154350
    210.3745355302       0.8894160787       0.2244013808
    221.7745355298       0.7030818264       0.2188057308
    233.1745355293       0.1977362215       0.2028684013
    244.5745355309       0.6517470571       0.2172972113
    255.9745355305       0.3192970011       0.2068747790
    267.3745355301       0.1156114597       0.1983333823
    278.7745355296       0.2009747706       0.2030810225
    290.1745355292       0.3170904364       0.2089111280
    301.5745355308       0.1489646366       0.2014102343
    312.9745355304       0.0025309538       0.1965114324
    324.3745355299       0.1894375616       0.2027610245
    335.7745355295       0.1409045765       0.2031159382
    347.1745355291      -0.1317678885       0.1956863249
    358.5745355307       0.2072833576       0.2094479471
    369.9745355302       0.3151358856       0.2152665323
    381.3745355298      -0.1476940616       0.2012415737
    392.7745355294       0.0926839742       0.2121309592
    404.1745355310       0.2209875450       0.2190475586
    415.5745355305      -0.0548160181       0.2114908267
    426.9745355301       0.2778523237       0.2287833820
    438.3745355297       0.0477761101       0.2203652636
    449.7745355292       0.2858963500       0.2264344929
    461.1745355308       0.3568134445       0.2344819100
    472.5745355304       0.8544326741       0.2549303648
    483.9745355300       0.8795412014       0.2590485904
    495.3745355295       0.8876054230       0.2627190310
    506.7745355291       1.5152731310       0.2875159687
    518.1745355307       1.1175828142       0.2780327970
    529.5745355303       1.4708617536       0.2941618249
    540.9745355298       2.4165634918       0.3292394554
    552.3745355294       1.9047442668       0.3176895809
    563.7745355310       1.6651170739       0.3144891174
    575.1745355306       2.3288895862       0.3420490923
    586.5745355301       2.2258527172       0.3442817340
    597.9745355297       2.7151016291       0.3665649068
    609.3745355293       2.9073595380       0.3728138702
    620.7745355309       3.3641650785       0.4013500617
