# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -333.6683795448      -0.0047247687       0.0957317657
   -328.0715647808       0.0153203428       0.0587732683
   -322.3715647810      -0.0238645797       0.0518565494
   -316.6715647812      -0.0632410132       0.0438034239
   -310.9715647814       0.0407472270       0.0609925173
   -305.2715647816       0.0186287725       0.0570356417
   -299.5715647819       0.1565845476       0.0750468415
   -293.8715647821      -0.0179560231       0.0508603425
   -288.1715647823       0.0934655263       0.0660006443
   -282.4715647825       0.1068274087       0.0672707625
   -276.7715647817       0.0204633631       0.0551370702
   -271.0715647809      -0.0130901170       0.0497890921
   -265.3715647811      -0.0630044224       0.0406435132
   -259.6715647813       0.0879023919       0.0626807717
   -253.9715647816      -0.0072615519       0.0492294152
   -248.2715647818       0.0940254388       0.0623579768
   -242.5715647820      -0.0412165684       0.0431068275
   -236.8715647822       0.1423559722       0.0667090166
   -231.1715647824      -0.0311456947       0.0440794171
   -225.4715647816       0.0774725756       0.0584564295
   -219.7715647808      -0.0747644846       0.0361986275
   -214.0715647810       0.0470888135       0.0544064661
   -208.3715647813      -0.1180448214       0.0262461147
   -202.6715647815       0.0909218770       0.0584639936
   -196.9715647817      -0.0021988265       0.0466886230
   -191.2715647819       0.0579573803       0.0538566539
   -185.5715647821       0.0056827294       0.0470967173
   -179.8715647823      -0.0348406660       0.0409139994
   -174.1715647815       0.0007862569       0.0457880800
   -168.4715647807      -0.0505878204       0.0379312771
   -162.7715647810       0.0676281966       0.0532553683
   -157.0715647812      -0.0303573453       0.0404663953
   -151.3715647814      -0.0082973887       0.0433603735
   -145.6715647816      -0.0794297476       0.0322112959
   -139.9715647818       0.0553092034       0.0505007577
   -134.2715647820      -0.0373051927       0.0384607245
   -128.5715647822       0.0276565118       0.0467146707
   -122.8715647825       0.0136779635       0.0446787036
   -117.1715647817      -0.0083552146       0.0418751700
   -111.4715647809      -0.0418945863       0.0371358807
   -105.7715647811      -0.0650782813       0.0333489911
   -100.0715647813       0.0303000510       0.0460751911
    -94.3715647815       0.0070361033       0.0430678159
    -88.6715647817       0.0851621286       0.0511398359
    -82.9715647820      -0.0498477640       0.0348399961
    -77.2715647822       0.0594299122       0.0479514265
    -71.5715647824      -0.0033010109       0.0405606974
    -65.8715647816       0.0640154189       0.0478778224
    -60.1715647808       0.0508900727       0.0461707469
    -54.4715647810       0.0493945131       0.0458589012
    -48.7715647812       0.0084429502       0.0410608283
    -43.0715647814       0.0353606955       0.0438975470
    -37.3715647817       0.0878551019       0.0488315269
    -31.6715647819       0.0690768038       0.0469921431
    -25.9715647821       0.2227714005       0.0599789765
    -20.2715647823       0.4701178249       0.0760317456
    -14.5715647825       0.6271485067       0.0845545000
     -8.8715647817       0.9881051197       0.1012310365
     -3.1715647809       1.1209418244       0.1065193823
      2.5284352189       1.0441881652       0.1034042773
      8.2284352186       1.1113612070       0.1068248548
     13.9284352184       0.8565818119       0.0945539555
     19.6284352182       0.6420515004       0.0847182128
     25.3284352180       0.4820635795       0.0758632823
     31.0284352178       0.4553463815       0.0742786978
     36.7284352176       0.3370503304       0.0666494884
     42.4284352184       0.3347360050       0.0663456026
     48.1284352192       0.3399561547       0.0670310418
     53.8284352189       0.2254054153       0.0590236180
     59.5284352187       0.3400192555       0.0670393273
     65.2284352185       0.5326285145       0.0786163002
