# EnergLoss(meV)		Intensity(a.u.)		Errorbar
   -291.9903568713       0.0097543736       0.2841341489
   -280.5903568717      -0.0804597758       0.2747563186
   -269.1903568721      -0.2852309927       0.2604824314
   -257.7903568726      -0.4056324992       0.2504237918
   -246.3903568730      -0.6753916595       0.2335754828
   -234.9903568714      -0.4276680200       0.2412066593
   -223.5903568718      -0.0265861918       0.2545875515
   -212.1903568723      -0.4666997464       0.2320938615
   -200.7903568727      -0.4846116568       0.2278822414
   -189.3903568731      -0.0003353488       0.2445068348
   -177.9903568715       0.0447190090       0.2428347650
   -166.5903568720      -0.0219232533       0.2369889252
   -155.1903568724      -0.3857895390       0.2225844724
   -143.7903568728       0.5547072605       0.2548291623
   -132.3903568712      -0.1792540642       0.2248865551
   -120.9903568717       0.4221869589       0.2438270133
   -109.5903568721       0.5170003801       0.2440454949
    -98.1903568725       0.2863904364       0.2333200655
    -86.7903568730       0.6396678827       0.2451758655
    -75.3903568714       0.4689171133       0.2339896107
    -63.9903568718       1.2741375316       0.2561396824
    -52.5903568722       1.6625590384       0.2643334101
    -41.1903568727       2.4935789882       0.2833826166
    -29.7903568731       3.6553726242       0.3081452029
    -18.3903568715       6.0911134201       0.3557223885
     -6.9903568719      10.5874550908       0.4297123762
      4.4096431276      12.7924966116       0.4584751872
     15.8096431272      10.2579846956       0.4163060091
     27.2096431268       6.3807008343       0.3507591827
     38.6096431284       3.9419520387       0.3023183574
     50.0096431279       2.1166958286       0.2577715022
     61.4096431275       1.4776431272       0.2437912858
     72.8096431271       1.6332448548       0.2478948330
     84.2096431287       2.0617212198       0.2588730186
     95.6096431282       2.1660558967       0.2614878993
    107.0096431278       1.8726647857       0.2565889360
    118.4096431274       1.6732330107       0.2489668511
    129.8096431269       2.0242271831       0.2579676914
    141.2096431285       2.4527693521       0.2685375790
    152.6096431281       1.8166751028       0.2526953981
    164.0096431277       1.7909959411       0.2520422469
    175.4096431272       1.2594643376       0.2379798998
    186.8096431268       1.2593977365       0.2379762664
    198.2096431284       1.3116920002       0.2394083190
    209.6096431280       0.8317170430       0.2260309080
    221.0096431275       0.7404306347       0.2233820389
    232.4096431271       0.5981560561       0.2192244893
    243.8096431287       0.2609874399       0.2090142940
    255.2096431283       0.5989209349       0.2192697969
    266.6096431278       0.5803536325       0.2166548772
    278.0096431274       0.6122513696       0.2196743675
    289.4096431270       0.6057152486       0.2216249379
    300.8096431286       0.1971374159       0.2070551888
    312.2096431281       0.1458350424       0.2054604100
    323.6096431277       0.1073522375       0.2042557772
    335.0096431273       0.7270391716       0.2252834384
    346.4096431268      -0.1154143474       0.2009519116
    357.8096431284       0.1802303884       0.2128059092
    369.2096431280       0.0377395297       0.2103046946
    380.6096431276       0.2485910414       0.2195555698
    392.0096431271       0.3508350634       0.2252889590
    403.4096431287       0.6231280709       0.2365953534
    414.8096431283       0.2775454837       0.2279014491
    426.2096431279       0.3902173737       0.2371200636
    437.6096431274       0.5672346963       0.2430526132
    449.0096431270       0.3559967315       0.2331906312
    460.4096431286       0.8546388997       0.2554502451
    471.8096431282       0.7337285629       0.2546379691
    483.2096431277       0.8146939117       0.2605864405
    494.6096431273       1.3451612055       0.2813124567
    506.0096431269       1.2646898503       0.2825080930
    517.4096431285       1.1608527719       0.2829871985
    528.8096431280       1.3607459505       0.2936783991
    540.2096431276       1.7910827977       0.3120212498
    551.6096431272       1.7548555357       0.3155372888
    563.0096431288       2.1827733336       0.3342876991
    574.4096431283       2.9215022408       0.3626191351
    585.8096431279       1.7019012090       0.3292112826
    597.2096431275       2.6150725061       0.3653001509
    608.6096431270       2.8261565874       0.3720145229
    620.0096431286       3.5157287151       0.4073410086
